job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Restaurant Manager,,IT Support,Mid,"Nov 11, 2024",25 January 2025,2025-01-25,Santé,Béjaïa,Bac,12,Freelance,10,"As Mid Restaurant Manager, you'll perform innovative projects. Expérience requise: 3-8 ans. Éducation: Bac, 12 ans. Contrat: Freelance. Localisation: Béjaïa. Département: Operations.","Participation bénéfices, Télétravail partiel, Ticket Restaurant",37974,"Lean Management, Supply Chain Management, Logistics, Quality Control",3,8
Researcher,,Procurement,Junior,2025-01-27,02 March 2025,2025-03-02,Ingénierie,Tizi Ouzou,Master,18,Temporaire,5,"Profil recherché (MIX):
Responsabilités: Excel, UX/UI
Profil:
- Research
- Communication
- Digital Marketing
- Strategic Planning
Compétences: SQL, Budgeting, Machine Learning, Excel, Maintenance
Avantages: Java, Strategic Planning, Technical Writing, Python
",,45123,"Clinical Trials, Patient Care, Pharmacovigilance, HIPAA Compliance",0,9
Content Writer,,Research & Development,Lead,11 July 2024,2024-09-25,2024-09-25,Finance,Béjaïa,Doctorat,20,Alternance,3,"Profil recherché (FR):
Responsabilités: Communication; Teamwork
Profil:
- Customer Service
- Negotiation
- Project Mgmt
- Leadership
- Java
Compétences: Network Security, SEO
Avantages:
- Project Mgmt
- Excel
- Communication
","Horaires flexibles, Télétravail partiel",97520,"Network Security, Docker, Kubernetes, Cloud Computing, DevOps, Python",8,15
Security Officer,,Logistics,Mid,10 August 2024,31 August 2024,2024-08-31,Juridique,Constantine,None,0,Temps plein,2,"Profil recherché (FR):
Responsabilités:
- Teamwork
- Customer Service
- UX/UI
Profil: Blockchain, Research, Graphic Design, Cloud
Compétences: Teamwork, Coordination, Customer Service, Leadership
Avantages: Research; CAD; Technical Writing
","Télétravail partiel, Ticket Restaurant, Assurance santé",68722,"C++, Network Security, Kubernetes, Docker",8,12
Pharmacist,,Customer Success,Junior,08 August 2024,04/09/2024,2024-09-04,Finance,Sétif,Bac,12,CDI,3,"Profil recherché (EN):
Responsabilités: Project Mgmt; Customer Service; Cloud; Budgeting; SQL
Profil:
- Machine Learning
- Coordination
- Teamwork
- Cloud
Compétences: Digital Marketing, Strategic Planning, Excel
Avantages: Project Mgmt, Budgeting
",Assurance santé,49655,"Medical Terminology, Clinical Trials, Pharmacovigilance, HIPAA Compliance",8,10
Researcher,,Design,Mid,2025-04-10,25 June 2025,2025-06-25,Finance,El Oued,Doctorat,20,Freelance,1,"Profil recherché (MIX):
Responsabilités: Technical Writing; Cloud; Digital Marketing
Profil: Blockchain, Leadership, SEO, Communication, Teamwork
Compétences:
- Logistics
- Customer Service
- Java
- Leadership
- Data Analysis
Avantages: Customer Service, Data Analysis
","Horaires flexibles, Ticket Restaurant, Participation bénéfices",51713,"HIPAA Compliance, Patient Care, Pharmacovigilance, Clinical Trials, Medical Terminology",2,8
Marketing Manager,,Training,Mid,2024-05-02,30/06/2024,2024-06-30,Informatique,Blida,None,0,CDD,1,"Profil recherché (EN):
Responsabilités:
- Research
- SEO
- Excel
- Compliance
Profil: SQL, Blockchain
Compétences:
- Blockchain
- Network Security
Avantages: Negotiation, Blockchain, UX/UI
",,53435,"SEO, Social Media, Public Relations, Brand Management, Email Marketing, Content Strategy, Campaign Planning",8,11
App Developer,,Data Science,Mid,27/10/2024,24 November 2024,2024-11-24,Juridique,El Oued,Master,18,Temps plein,5,"Profil recherché (EN):
Responsabilités: UX/UI; Leadership; Compliance; Research; Python
Profil: Strategic Planning, Graphic Design, Python, SEO
Compétences: Machine Learning, Network Security, Data Analysis, Strategic Planning
Avantages:
- Logistics
- Maintenance
- Coordination
- Negotiation
- Network Security
","Assurance santé, Participation bénéfices, Horaires flexibles",69090,"SQL, Machine Learning, Docker, Network Security, C++",2,11
CTO,,Compliance,Senior,18 February 2025,2025-03-03,2025-03-03,Logistique,Saïda,None,0,Freelance,3,"En tant que Senior CTO, vous serez amené à gérer l’équipe. Contrat: Freelance. Localisation: Saïda. Département: Sales. As Senior CTO, you'll perform critical projects.","Horaires flexibles, Participation bénéfices, Ticket Restaurant",58495,"Adaptability, Critical Thinking, Teamwork, Communication, Time Management, Problem Solving",2,4
AI Ethics Consultant,,IT Support,Senior,"Oct 26, 2024",21 December 2024,2024-12-21,Marketing,Béjaïa,None,0,Volontariat,10,"Profil recherché (FR):
Responsabilités:
- Teamwork
- Coordination
Profil: Maintenance, Customer Service, Communication, SEO, Blockchain
Compétences: Maintenance, Blockchain, Coordination, SQL, Teamwork
Avantages:
- Compliance
- Maintenance
- Digital Marketing
","Horaires flexibles, Assurance santé, Télétravail partiel",45674,"Communication, Teamwork, Adaptability, Problem Solving",0,10
Data Scientist,,Technical Support,Mid,2025-01-21,01 April 2025,2025-04-01,Marketing,Ghardaïa,Master,18,Alternance,5,"Expérience requise: 9-17 ans. Éducation: Master, 18 ans. As Mid Data Scientist, you'll manage key projects. En tant que Mid Data Scientist, vous serez amené à développer les systèmes.","Horaires flexibles, Participation bénéfices",80646,"Kubernetes, Cloud Computing, Machine Learning, Network Security",9,17
Video Editor,,Design,Junior,14/11/2024,26 November 2024,2024-11-26,RH,Sétif,Doctorat,20,CDD,1,"As Junior Video Editor, you'll perform strategic projects. Expérience requise: 0-4 ans. Éducation: Doctorat, 20 ans. En tant que Junior Video Editor, vous serez amené à gérer les relations clients.",Ticket Restaurant,75981,"Network Security, Machine Learning, Cloud Computing, C++, Java",0,4
Translator,,Logistics,Junior,13 October 2024,23 November 2024,2024-11-23,Admin,Tizi Ouzou,Master,18,Temps plein,2,"As Junior Translator, you'll lead strategic projects. En tant que Junior Translator, vous serez amené à développer les systèmes. Expérience requise: 9-17 ans. Éducation: Master, 18 ans.",,40749,"Problem Solving, Teamwork, Time Management, Adaptability, Critical Thinking, Communication",9,17
Customer Service Agent,,Product,Junior,2025-03-11,2025-04-09,2025-04-09,Santé,Tlemcen,Licence,16,Temporaire,3,"En tant que Junior Customer Service Agent, vous serez amené à coordonner les relations clients. Expérience requise: 0-10 ans. Éducation: Licence, 16 ans. Contrat: Temporaire. Localisation: Tlemcen. Département: Operations.",,28264,"Customer Service, Document Control, Office Management, Data Entry, Scheduling",0,10
Maintenance Tech,,Administration,Senior,"Mar 19, 2025",17 May 2025,2025-05-17,Finance,Constantine,None,0,CDI,2,"Profil recherché (FR):
Responsabilités: Leadership; Graphic Design; Compliance; Organization; Strategic Planning
Profil: SQL; SEO
Compétences: Communication; Negotiation
Avantages:
- Blockchain
- Communication
- Organization
","Ticket Restaurant, Assurance santé",40754,"Critical Thinking, Teamwork, Communication, Time Management, Adaptability",4,9
IT Intern,,Quality Assurance,Senior,2024-05-14,2024-06-25,2024-06-25,Finance,Sétif,Bac,12,Temps plein,1,"Profil recherché (EN):
Responsabilités: Communication; Java
Profil:
- SEO
- Coordination
- Communication
- Digital Marketing
- Research
Compétences: Blockchain, Cloud, Customer Service, Strategic Planning, Leadership
Avantages: SQL, Network Security, Java
","Horaires flexibles, Télétravail partiel, Assurance santé",105074,"DevOps, Docker, Machine Learning, Cloud Computing",10,17
Tech Writer,,Health & Safety,Senior,"Sep 05, 2024",14 October 2024,2024-10-14,Finance,Constantine,Bac,12,Alternance,2,"Profil recherché (MIX):
Responsabilités: Teamwork, Technical Writing, Project Mgmt
Profil: Technical Writing; SQL; Communication; Customer Service; Research
Compétences:
- Python
- Logistics
- Organization
- Coordination
Avantages: Graphic Design; Data Analysis; Project Mgmt; Excel
","Voiture de fonction, Horaires flexibles",92476,"Cloud Computing, C++, Network Security, DevOps, Machine Learning, Python",9,9
Financial Analyst,,Research & Development,Lead,06/09/2024,2024-11-04,2024-11-04,Ventes,Blida,Master,18,Temps plein,10,"As Lead Financial Analyst, you'll perform critical projects. Contrat: Temps plein. Localisation: Blida. Département: HR. Expérience requise: 7-9 ans. Éducation: Master, 18 ans.","Ticket Restaurant, Formation continue, Prime performance",92006,"Risk Management, Accounting, Budgeting, Audit, Financial Analysis, Investment Strategies",7,9
Graphic Designer,,Business Development,Senior,03/03/2025,2025-03-14,2025-03-14,Logistique,Sétif,Doctorat,20,Volontariat,2,"Profil recherché (EN):
Responsabilités: Negotiation; Teamwork
Profil:
- Strategic Planning
- Excel
- Organization
- Digital Marketing
- Graphic Design
Compétences: Excel; Digital Marketing; Communication; Network Security
Avantages: Excel, SQL
","Ticket Restaurant, Voiture de fonction, Participation bénéfices",47855,"UX Research, Adobe Photoshop, Illustrator, Sketch, Prototyping, Typography, Figma",0,10
Fashion Designer,,Compliance,Mid,24 August 2024,24 October 2024,2024-10-24,Informatique,Constantine,None,0,CDI,3,"Profil recherché (FR):
Responsabilités: Leadership, Network Security, Graphic Design, Data Analysis, Machine Learning
Profil: Coordination, UX/UI, Strategic Planning, Machine Learning
Compétences:
- Graphic Design
- Java
- SQL
Avantages:
- Python
- Coordination
","Voiture de fonction, Participation bénéfices, Horaires flexibles",48949,"Color Theory, Prototyping, Sketch, UX Research, Adobe Photoshop, Figma",0,10
Logistics Coord.,,Quality Assurance,Junior,19/06/2024,2024-07-21,2024-07-21,Ingénierie,Tlemcen,None,0,Temporaire,3,"Expérience requise: 9-17 ans. Éducation: None, 0 ans. Contrat: Temporaire. Localisation: Tlemcen. Département: IT. As Junior Logistics Coord., you'll perform key projects.",Prime performance,53654,"Logistics, Process Optimization, Lean Management, Inventory Control, Supply Chain Management, Quality Control",9,17
Legal Advisor,,Design,Senior,20 January 2025,17 March 2025,2025-03-17,Santé,Tlemcen,Master,18,Temporaire,10,"Expérience requise: 10-19 ans. Éducation: Master, 18 ans. En tant que Senior Legal Advisor, vous serez amené à coordonner les processus. As Senior Legal Advisor, you'll perform critical projects.",,69207,"Contract Drafting, Negotiation, Litigation Support, Compliance, Legal Research, Regulatory Affairs",10,19
QA Engineer,,Procurement,Mid,2024-08-31,22 October 2024,2024-10-22,Informatique,Ghardaïa,Master,18,Stage,5,"En tant que Mid QA Engineer, vous serez amené à coordonner les processus. As Mid QA Engineer, you'll perform strategic projects. Contrat: Stage. Localisation: Ghardaïa. Département: Engineering.","Télétravail partiel, Ticket Restaurant, Voiture de fonction",92246,"Cloud Computing, DevOps, Docker, Java, Machine Learning, Network Security, Python",6,13
Financial Analyst,,IT Support,Senior,06 June 2024,30/06/2024,2024-06-30,Admin,Alger,Bac,12,Temps partiel,5,"En tant que Senior Financial Analyst, vous serez amené à développer l’équipe. Expérience requise: 7-14 ans. Éducation: Bac, 12 ans. As Senior Financial Analyst, you'll manage strategic projects.",Participation bénéfices,67082,"Audit, Excel, Budgeting, Forecasting",7,14
Logistics Coord.,,Corporate Affairs,Senior,18 June 2024,08 September 2024,2024-09-08,RH,Hybride,Doctorat,20,Temps plein,1,"Profil recherché (FR):
Responsabilités: Logistics, Teamwork
Profil: Java; Graphic Design; Network Security; Python; Technical Writing
Compétences: Logistics, Cloud, Machine Learning, UX/UI
Avantages: Leadership, SEO, Data Analysis, Java
",,52503,"Lean Management, Process Optimization, Quality Control, Supply Chain Management, Logistics, Inventory Control",6,16
Data Scientist,,Quality Assurance,Senior,31 May 2024,2024-08-06,2024-08-06,Finance,Ghardaïa,Master,18,Freelance,2,"Profil recherché (MIX):
Responsabilités:
- Customer Service
- SQL
- UX/UI
Profil: Compliance, Organization, Technical Writing, Digital Marketing
Compétences: Network Security, Cloud, Organization
Avantages: Java; Network Security; Machine Learning
","Prime performance, Télétravail partiel",75581,"DevOps, Java, Machine Learning, Python, Cloud Computing, C++, Kubernetes",10,19
Blockchain Dev,,Public Relations,Chief,2024-09-01,17 October 2024,2024-10-17,Marketing,Constantine,Licence,16,Stage,1,"Profil recherché (EN):
Responsabilités:
- Excel
- Project Mgmt
Profil:
- Leadership
- Teamwork
Compétences: Organization; Budgeting; Coordination; Research; Leadership
Avantages:
- Customer Service
- SQL
- Excel
",,26025,"Teamwork, Communication, Adaptability, Problem Solving",8,9
Chem. Engineer,,IT Support,Chief,"Nov 07, 2024",26/12/2024,2024-12-26,Finance,Hybride,None,0,CDD,2,"Profil recherché (EN):
Responsabilités: Digital Marketing; Customer Service; Python
Profil: Coordination; Organization; Network Security
Compétences:
- Coordination
- Customer Service
Avantages: Coordination; SQL; Machine Learning
","Voiture de fonction, Formation continue",55945,"Network Security, Cloud Computing, Python, Kubernetes",9,18
Chem. Engineer,,Investor Relations,Junior,"Nov 04, 2024",17 November 2024,2024-11-17,Admin,Béjaïa,Doctorat,20,Volontariat,1,"Expérience requise: 5-15 ans. Éducation: Doctorat, 20 ans. En tant que Junior Chem. Engineer, vous serez amené à gérer les systèmes. Contrat: Volontariat. Localisation: Béjaïa. Département: Operations.","Voiture de fonction, Télétravail partiel",116867,"DevOps, Java, Network Security, Python, Docker",5,15
Volunteer Coord.,,Procurement,Lead,04 April 2025,2025-04-16,2025-04-16,Juridique,Alger,None,0,Freelance,1,"Profil recherché (FR):
Responsabilités: Communication, UX/UI, Leadership, Python
Profil: Leadership, UX/UI, Data Analysis, Java, Graphic Design
Compétences:
- Compliance
- Python
- Leadership
- Negotiation
Avantages: SQL, Maintenance, Blockchain, Logistics
",Télétravail partiel,37145,"Communication, Critical Thinking, Problem Solving, Adaptability, Time Management, Teamwork",6,14
Event Planner,,Risk Management,Senior,"Oct 04, 2024",08/11/2024,2024-11-08,Santé,Blida,None,0,CDD,5,"Profil recherché (FR):
Responsabilités: Machine Learning, SQL
Profil: Project Mgmt, Cloud, Negotiation
Compétences: Java, Excel, SEO, Logistics, Maintenance
Avantages: Customer Service, Excel
","Assurance santé, Télétravail partiel",50448,"Adaptability, Critical Thinking, Communication, Problem Solving",0,3
Risk Manager,,Administration,Lead,06/07/2024,2024-08-31,2024-08-31,Finance,Constantine,Bac,12,Temps plein,5,"En tant que Lead Risk Manager, vous serez amené à coordonner les processus. Expérience requise: 4-7 ans. Éducation: Bac, 12 ans. Contrat: Temps plein. Localisation: Constantine. Département: Marketing.","Ticket Restaurant, Télétravail partiel",50363,"Supply Chain Management, Logistics, Process Optimization, Lean Management, Inventory Control, Quality Control",4,7
PR Officer,,Public Relations,Chief,04/12/2024,29/12/2024,2024-12-29,Admin,Ghardaïa,Master,18,Temporaire,2,"Profil recherché (MIX):
Responsabilités:
- Customer Service
- Strategic Planning
- SEO
- Coordination
- Graphic Design
Profil:
- Strategic Planning
- Graphic Design
- Negotiation
- UX/UI
- Teamwork
Compétences: Cloud, Strategic Planning, Negotiation, Teamwork, Machine Learning
Avantages: Organization, Data Analysis, SEO
",Ticket Restaurant,29660,"Problem Solving, Time Management, Adaptability, Critical Thinking, Communication",10,11
Bioengineer,,Risk Management,Lead,24/07/2024,20/10/2024,2024-10-20,Santé,Béjaïa,Master,18,Temporaire,3,"As Lead Bioengineer, you'll manage key projects. En tant que Lead Bioengineer, vous serez amené à gérer l’équipe. Expérience requise: 10-20 ans. Éducation: Master, 18 ans.","Ticket Restaurant, Participation bénéfices, Télétravail partiel",56782,"DevOps, Network Security, Docker, Java",10,20
QA Engineer,,Logistics,Senior,2025-04-07,2025-06-05,2025-06-05,Informatique,Sétif,Master,18,Volontariat,5,"As Senior QA Engineer, you'll manage innovative projects. Expérience requise: 2-11 ans. Éducation: Master, 18 ans. En tant que Senior QA Engineer, vous serez amené à superviser les systèmes.",,61348,"SQL, Cloud Computing, C++, Network Security, Docker, Java, DevOps",2,11
Civil Engineer,,Business Development,Chief,2024-11-25,08/02/2025,2025-02-08,Admin,Constantine,None,0,Freelance,10,"Contrat: Freelance. Localisation: Constantine. Département: Engineering. Expérience requise: 1-11 ans. Éducation: None, 0 ans. As Chief Civil Engineer, you'll lead key projects.","Télétravail partiel, Voiture de fonction",78845,"DevOps, Python, Docker, Machine Learning, C++, Cloud Computing, Java",1,11
Cloud Architect,,Data Science,Lead,03/03/2025,24/05/2025,2025-05-24,Informatique,El Oued,Bac,12,CDD,1,"Profil recherché (EN):
Responsabilités: Project Mgmt; Excel; Machine Learning; Java; Teamwork
Profil:
- Negotiation
- Network Security
- Teamwork
Compétences: SQL; Organization; Technical Writing; Graphic Design; Communication
Avantages: Budgeting; Logistics; Negotiation
","Télétravail partiel, Assurance santé, Prime performance",118235,"C++, Docker, Java, Python, Cloud Computing, Kubernetes",4,8
HR Coordinator,,Customer Success,Mid,2025-04-17,30/04/2025,2025-04-30,Marketing,Télétravail,Licence,16,Temps partiel,5,"En tant que Mid HR Coordinator, vous serez amené à coordonner les processus. Expérience requise: 7-10 ans. Éducation: Licence, 16 ans. Contrat: Temps partiel. Localisation: Télétravail. Département: Marketing.","Formation continue, Assurance santé",45041,"Payroll, HRIS, Recruitment, Training & Development, Performance Management, Onboarding",7,10
Operations Manager,,Public Relations,Chief,2025-03-18,04 June 2025,2025-06-04,Marketing,Blida,Doctorat,20,CDI,1,"En tant que Chief Operations Manager, vous serez amené à coordonner les processus. Expérience requise: 5-11 ans. Éducation: Doctorat, 20 ans. Contrat: CDI. Localisation: Blida. Département: Operations.",Horaires flexibles,45444,"Process Optimization, Lean Management, Logistics, Supply Chain Management, Inventory Control",5,11
Network Admin,,Corporate Affairs,Senior,21/10/2024,01 January 2025,2025-01-01,Informatique,Sétif,None,0,Temporaire,10,"En tant que Senior Network Admin, vous serez amené à coordonner les systèmes. As Senior Network Admin, you'll lead strategic projects. Expérience requise: 1-3 ans. Éducation: None, 0 ans.",Formation continue,52566,"Python, SQL, Machine Learning, Kubernetes",1,3
DB Admin,,Compliance,Mid,03 December 2024,21 December 2024,2024-12-21,Ingénierie,Hybride,Licence,16,CDI,10,"Profil recherché (MIX):
Responsabilités:
- UX/UI
- Java
- Maintenance
Profil:
- Negotiation
- Python
Compétences: Leadership, SEO, Customer Service
Avantages: Maintenance, Leadership, Communication, Excel
",Télétravail partiel,25368,"Document Control, Customer Service, Data Entry, Office Management, Scheduling",10,18
Translator,,Risk Management,Senior,07/01/2025,2025-02-19,2025-02-19,Finance,Tizi Ouzou,Bac,12,CDD,3,"Contrat: CDD. Localisation: Tizi Ouzou. Département: IT. As Senior Translator, you'll manage critical projects. En tant que Senior Translator, vous serez amené à superviser les systèmes.","Prime performance, Horaires flexibles",59695,"Time Management, Critical Thinking, Communication, Adaptability",7,11
UX Designer,,Customer Success,Mid,2024-05-04,25/05/2024,2024-05-25,Juridique,Télétravail,None,0,Temps partiel,2,"Contrat: Temps partiel. Localisation: Télétravail. Département: Engineering. En tant que Mid UX Designer, vous serez amené à superviser les relations clients. As Mid UX Designer, you'll perform key projects.",,44833,"Sketch, Color Theory, Illustrator, Adobe Photoshop, UX Research",4,11
Blockchain Dev,,Procurement,Mid,04/08/2024,2024-10-08,2024-10-08,RH,Blida,Doctorat,20,CDD,3,"As Mid Blockchain Dev, you'll perform strategic projects. Expérience requise: 2-7 ans. Éducation: Doctorat, 20 ans. En tant que Mid Blockchain Dev, vous serez amené à développer les relations clients.","Ticket Restaurant, Assurance santé",51676,"Time Management, Adaptability, Problem Solving, Communication, Teamwork, Critical Thinking",2,7
Sales Rep,,Risk Management,Mid,2024-12-16,2025-01-23,2025-01-23,Ventes,Constantine,Doctorat,20,Temporaire,10,"As Mid Sales Rep, you'll manage critical projects. En tant que Mid Sales Rep, vous serez amené à développer les relations clients. Expérience requise: 10-15 ans. Éducation: Doctorat, 20 ans.","Voiture de fonction, Prime performance",48433,"Problem Solving, Communication, Critical Thinking, Teamwork, Adaptability, Time Management",10,15
PR Officer,,Research & Development,Mid,18/03/2025,16/04/2025,2025-04-16,Santé,Oran,Master,18,CDD,10,"Expérience requise: 6-6 ans. Éducation: Master, 18 ans. As Mid PR Officer, you'll manage innovative projects. Contrat: CDD. Localisation: Oran. Département: IT.","Ticket Restaurant, Assurance santé, Voiture de fonction",31108,"Time Management, Adaptability, Communication, Critical Thinking",6,6
Security Officer,,Logistics,Lead,"Jul 07, 2024",28/08/2024,2024-08-28,Ingénierie,Ghardaïa,Bac,12,Alternance,3,"Profil recherché (EN):
Responsabilités: CAD; Blockchain; Budgeting; Technical Writing
Profil:
- Java
- Strategic Planning
- Technical Writing
- SQL
Compétences:
- Network Security
- Strategic Planning
- Coordination
Avantages: SEO, Compliance, Logistics
",Horaires flexibles,81300,"Cloud Computing, DevOps, Docker, C++, Java",2,3
Sales Rep,,Research & Development,Chief,2025-02-18,03/05/2025,2025-05-03,Logistique,Hybride,Master,18,Alternance,10,"Profil recherché (MIX):
Responsabilités: Maintenance, Graphic Design, Research, Budgeting, Negotiation
Profil: Research, Customer Service
Compétences: Digital Marketing; SQL; Leadership
Avantages:
- SQL
- Strategic Planning
- Teamwork
- Communication
",,53663,"Teamwork, Communication, Time Management, Critical Thinking, Problem Solving, Adaptability",10,15
Network Admin,,Compliance,Mid,"Jun 11, 2024",23/07/2024,2024-07-23,Logistique,Constantine,Master,18,Temps partiel,10,"Contrat: Temps partiel. Localisation: Constantine. Département: Marketing. Expérience requise: 3-7 ans. Éducation: Master, 18 ans. En tant que Mid Network Admin, vous serez amené à superviser l’équipe.","Voiture de fonction, Ticket Restaurant, Télétravail partiel",81735,"DevOps, Java, SQL, Cloud Computing, Docker, Machine Learning",3,7
Security Officer,,Product,Junior,21/02/2025,12/03/2025,2025-03-12,Santé,Oran,Bac,12,Volontariat,3,"Profil recherché (FR):
Responsabilités: Teamwork, Customer Service, SQL
Profil: Java; Technical Writing; CAD
Compétences: Compliance; Technical Writing
Avantages: Graphic Design, CAD, Python, Coordination
","Voiture de fonction, Participation bénéfices",75202,"Machine Learning, Docker, Java, Python, Network Security, Kubernetes, Cloud Computing",3,6
Marketing Manager,,IT Support,Senior,07 April 2025,29/06/2025,2025-06-29,Santé,Alger,None,0,Temps plein,3,"Profil recherché (MIX):
Responsabilités: Research, UX/UI, Compliance
Profil:
- Excel
- Digital Marketing
- Negotiation
- CAD
- Blockchain
Compétences: Strategic Planning; Java; SEO; Budgeting
Avantages: Communication; Negotiation
","Horaires flexibles, Ticket Restaurant",68776,"Public Relations, Social Media, Content Strategy, Campaign Planning",2,12
Legal Advisor,,Public Relations,Senior,06 June 2024,29 June 2024,2024-06-29,Finance,Alger,Doctorat,20,Alternance,5,"Expérience requise: 2-8 ans. Éducation: Doctorat, 20 ans. Contrat: Alternance. Localisation: Alger. Département: Finance. As Senior Legal Advisor, you'll manage innovative projects.",Participation bénéfices,40062,"Litigation Support, Regulatory Affairs, Legal Research, Negotiation, Contract Drafting, Compliance",2,8
Event Planner,,IT Support,Senior,"Apr 21, 2025",17/07/2025,2025-07-17,Informatique,Tizi Ouzou,Licence,16,CDD,3,"Contrat: CDD. Localisation: Tizi Ouzou. Département: Finance. En tant que Senior Event Planner, vous serez amené à coordonner les systèmes. As Senior Event Planner, you'll lead innovative projects.","Formation continue, Télétravail partiel",26617,"Adaptability, Problem Solving, Critical Thinking, Communication, Teamwork",1,10
Blockchain Dev,,Administration,Chief,2024-05-25,2024-07-14,2024-07-14,Ventes,Oran,Master,18,Temps plein,5,"Profil recherché (EN):
Responsabilités:
- Python
- UX/UI
- Organization
- Customer Service
Profil: SEO; Network Security; Machine Learning
Compétences:
- SEO
- Machine Learning
- Maintenance
Avantages: Budgeting; UX/UI; Logistics; Organization
",Participation bénéfices,41080,"Time Management, Adaptability, Communication, Problem Solving, Teamwork, Critical Thinking",1,9
Recruiter,,Strategy,Mid,18/10/2024,25/12/2024,2024-12-25,Marketing,Oran,None,0,Volontariat,1,"En tant que Mid Recruiter, vous serez amené à superviser les systèmes. As Mid Recruiter, you'll manage innovative projects. Expérience requise: 5-7 ans. Éducation: None, 0 ans.",Ticket Restaurant,54060,"C++, Docker, Cloud Computing, Machine Learning",5,7
CTO,,Design,Lead,"Jan 07, 2025",02 March 2025,2025-03-02,Logistique,Télétravail,Master,18,Temporaire,10,"Profil recherché (EN):
Responsabilités: Leadership, Logistics, Compliance
Profil: Digital Marketing, Leadership, Python
Compétences:
- Graphic Design
- UX/UI
- Blockchain
- Strategic Planning
- Teamwork
Avantages: Java, Organization, Blockchain, Data Analysis, SEO
","Horaires flexibles, Participation bénéfices",44739,"Time Management, Adaptability, Communication, Problem Solving, Critical Thinking",1,6
Project Manager,,Risk Management,Chief,14/08/2024,2024-11-07,2024-11-07,Finance,Télétravail,None,0,Temps partiel,2,"Profil recherché (FR):
Responsabilités: Organization; Blockchain; Strategic Planning
Profil: Java, Compliance
Compétences: Maintenance; Research; CAD
Avantages:
- Cloud
- Python
",,48364,"Lean Management, Inventory Control, Supply Chain Management, Quality Control, Process Optimization, Logistics",4,10
Recruiter,,Public Relations,Mid,2025-01-09,2025-02-06,2025-02-06,Informatique,Oran,None,0,Freelance,1,"Profil recherché (MIX):
Responsabilités: Graphic Design; Maintenance; UX/UI
Profil: SEO, SQL, Leadership, Negotiation
Compétences: Customer Service; UX/UI; Communication
Avantages: Network Security, CAD
","Participation bénéfices, Voiture de fonction",118602,"Java, Network Security, Python, Kubernetes",7,16
HR Coordinator,,Administration,Junior,10 November 2024,11 January 2025,2025-01-11,Admin,Tlemcen,Doctorat,20,Alternance,5,"As Junior HR Coordinator, you'll design key projects. Expérience requise: 4-13 ans. Éducation: Doctorat, 20 ans. Contrat: Alternance. Localisation: Tlemcen. Département: Marketing.","Ticket Restaurant, Télétravail partiel, Voiture de fonction",37152,"Payroll, Performance Management, HRIS, Employee Relations, Onboarding, Recruitment",4,13
Data Scientist,,Logistics,Chief,"Aug 23, 2024",17/11/2024,2024-11-17,Admin,Tizi Ouzou,Doctorat,20,Alternance,1,"Profil recherché (EN):
Responsabilités: Logistics; Leadership; Research
Profil: Machine Learning; Excel
Compétences: Blockchain; Graphic Design; SQL; Python; Compliance
Avantages:
- Digital Marketing
- Teamwork
- Strategic Planning
",,62961,"Cloud Computing, Kubernetes, Machine Learning, Network Security, Python, Java",4,5
Content Writer,,Quality Assurance,Lead,22 August 2024,01 October 2024,2024-10-01,Ventes,El Oued,Doctorat,20,Freelance,2,"As Lead Content Writer, you'll manage critical projects. En tant que Lead Content Writer, vous serez amené à gérer les processus. Contrat: Freelance. Localisation: El Oued. Département: Legal.",Prime performance,59939,"Java, SQL, Python, Cloud Computing",1,6
Translator,,Investor Relations,Chief,22 November 2024,31 December 2024,2024-12-31,Ingénierie,Oran,Licence,16,CDD,10,"Profil recherché (FR):
Responsabilités: Graphic Design, Blockchain, Network Security, Budgeting, Maintenance
Profil:
- Excel
- Leadership
Compétences: Blockchain; Logistics; Digital Marketing
Avantages:
- Network Security
- Machine Learning
",,34859,"Time Management, Teamwork, Critical Thinking, Adaptability, Communication",6,6
PR Officer,,Data Science,Lead,17 April 2025,03 July 2025,2025-07-03,Admin,El Oued,Licence,16,Temps partiel,1,"Expérience requise: 7-7 ans. Éducation: Licence, 16 ans. Contrat: Temps partiel. Localisation: El Oued. Département: HR. En tant que Lead PR Officer, vous serez amené à coordonner les systèmes.",,40485,"Teamwork, Problem Solving, Time Management, Critical Thinking, Communication, Adaptability",7,7
Blockchain Dev,,Technical Support,Junior,2024-05-24,02/08/2024,2024-08-02,Logistique,Sétif,Bac,12,Volontariat,5,"En tant que Junior Blockchain Dev, vous serez amené à développer les processus. Expérience requise: 2-10 ans. Éducation: Bac, 12 ans. Contrat: Volontariat. Localisation: Sétif. Département: Marketing.",Assurance santé,59490,"Adaptability, Time Management, Problem Solving, Teamwork, Critical Thinking",2,10
Training Specialist,,Strategy,Lead,17/11/2024,06 January 2025,2025-01-06,Santé,Saïda,Bac,12,Alternance,10,"As Lead Training Specialist, you'll lead strategic projects. Contrat: Alternance. Localisation: Saïda. Département: HR. En tant que Lead Training Specialist, vous serez amené à coordonner les processus.",,44882,"Communication, Critical Thinking, Time Management, Adaptability, Problem Solving, Teamwork",5,7
