employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills
EMP7OONSY,33,Female,Commercial Terrain,Customer Experience,3,67038,"Problem Solving, Leadership, Teamwork"
EMPPJAK8H,46,Female,Technicien exploitation,Business Intelligence,0,59046,"Communication, Problem Solving, Photography, Beekeeping"
EMPVTYE1R,42,Female,Télé consultant(e) en recrutement (télétravail),Health & Safety,4,55275,"Leadership, Time Management, Diving, Dentistry"
EMPOO0MZD,49,Male,Cadre financier  Sénior,Procurement,4,69686,"Leadership, Teamwork, Problem Solving, Dentistry"
EMPV63R28,54,Male,Sales Manager – Orthopedics and Traumatology Line,Data Protection,14,67118,"Teamwork, Leadership, Dentistry, Photography, Time Management"
EMPE56OXS,58,Male,Ingénieur IT / Help Desk,Investor Relations,3,59408,"Teamwork, Time Management, Woodworking, Teamwork"
EMPD8HDTQ,28,Female,Chef de Département Exploitation Parc Roulant.,Corporate Affairs,7,67004,"Teamwork, Time Management, Culinary Arts"
EMPDI53BX,46,Female,Développeur Logiciel (C#),Public Relations,5,71364,"Communication, Time Management, Woodworking, Culinary Arts"
EMPLCQT1L,47,Male,SENIOR GEOPHYSICIST ,Research & Development,7,94827,"Time Management, Problem Solving, Dentistry, Culinary Arts"
EMPIXXJG3,31,Female,WASH Associate,Health & Safety,3,59886,"Teamwork, Time Management, Photography"
EMP3PY4VU,32,Male,Agent Polyvalent,Quality Control,1,45204,"Leadership, Problem Solving, Piloting"
EMPXH0NR4,49,Female,Ingénieur Génie Civil,Quality Control,0,30047,"Time Management, Leadership, Piloting"
EMPMRXTJV,45,Female,Directeur d'Agence / Ouargla,Business Intelligence,8,37515,"Time Management, Leadership, Beekeeping"
EMP19FF2R,43,Male,Analyste PP/QM,Business Intelligence,3,76703,"Teamwork, Problem Solving, Piloting, Woodworking"
EMP78E60I,54,Female,Directeur DGA-DAF - BONNE MAITRISE DE ERP,Business Intelligence,14,64495,"Communication, Problem Solving, Beekeeping, Photography"
EMPDL2325,58,Male,Ingénieur Process,Customer Experience,2,33340,"Teamwork, Time Management, Communication"
EMPNJ467B,34,Male,Directeur Marketing,Health & Safety,6,63255,"Communication, Teamwork, Leadership, Piloting"
EMP4TUBSP,54,Female,Stagiaire en Conformité & Qualité,Public Relations,0,55583,"Teamwork, Leadership, Diving, Leadership"
EMPB2B29F,24,Male,Sales Representative,Corporate Affairs,0,55889,"Time Management, Teamwork, Photography"
EMPEN1S1Y,56,Female,Guichetier Payeur (H-F) Centre d'affaires Oran Point du jour,Investor Relations,0,72928,"Communication, Teamwork, Diving, Teamwork, Communication"
EMPTAUIH5,36,Male,Délégué Médical - Chlef,Public Relations,4,58749,"Problem Solving, Communication, Culinary Arts, Diving"
EMPDU8DOL,53,Female,Spécialiste Ressources Humaines,Quality Control,4,65293,"Teamwork, Communication, Problem Solving, Time Management"
EMPPQ1S6K,42,Female,Assistant(e) Secrétariat,Corporate Affairs,2,69472,"Time Management, Teamwork, Piloting, Leadership"
EMPLQ31OZ,45,Female,Masseuse,Procurement,2,57898,"Leadership, Problem Solving, Teamwork"
EMPAA8ZIF,60,Female,Juriste,Health & Safety,5,63088,"Time Management, Problem Solving, Communication, Teamwork"
EMP2OW2DF,53,Male,Développeur(se) d’Applications Web et Mobiles,Data Protection,1,56610,"Problem Solving, Teamwork, Diving, Time Management"
EMP15LG8R,58,Male,Conseiller Clientèle de Particuliers / Agence Ghardaia,Business Intelligence,3,60674,"Communication, Problem Solving, Diving"
EMP5ERF9G,31,Female,Grutier,Data Protection,4,52457,"Communication, Problem Solving, Piloting, Communication"
EMPOSJE9T,42,Male,HVAC & Chiller Supervisor,Investor Relations,2,65192,"Teamwork, Problem Solving, Time Management, Teamwork"
EMPYV7F7X,47,Male,Chargée d'accueil,Innovation,6,30594,"Leadership, Time Management, Piloting, Communication"
EMP32JQOZ,50,Male,Vendeur en Pharmacie (H/F),Public Relations,1,34762,"Problem Solving, Teamwork, Beekeeping, Culinary Arts"
EMPPJHU5D,49,Male,Gestionnaire Des Ressources Humaines,Data Protection,1,80111,"Communication, Problem Solving, Photography"
EMPXGOTIW,37,Male,Ingénieur en Electricité CFA,Investor Relations,1,77549,"Problem Solving, Time Management, Photography, Dentistry"
EMP4H78JD,40,Female,Assistante de direction et administrative,Data Protection,1,57383,"Teamwork, Leadership, Culinary Arts, Beekeeping"
EMPF1A5K0,28,Male,Responsable HSE,Innovation,2,75524,"Communication, Teamwork, Problem Solving"
EMP6AUWK5,43,Female,TECHNICIEN OU INGÉNIEUR WEB ET RÉSEAU,Quality Control,3,71755,"Teamwork, Time Management, Piloting, Problem Solving"
EMPAXANZG,48,Male,Responsable Moyens Généraux,Corporate Affairs,3,54706,"Time Management, Communication, Woodworking, Culinary Arts, Diving"
EMPBEA7N4,24,Male,Cadre financier,Data Protection,0,75411,"Communication, Problem Solving, Diving, Time Management"
EMPC6RZKM,22,Male,Zookeeper,Research & Development,21,727217,"Time Management, Leadership, Diving, Communication"
EMPQ01EPZ,39,Female,Architecte,Procurement,5,75825,"Problem Solving, Time Management, Dentistry, Time Management"
EMPDF4YFJ,28,Male,QHSE,Procurement,4,53251,"Problem Solving, Leadership, Diving, Dentistry"
EMPHDJ0X9,53,Female,Manager Communication,Investor Relations,4,80619,"Teamwork, Communication, Beekeeping, Woodworking"
EMPFU4Q7V,40,Male,Contrôleur de Gestion,Health & Safety,1,78240,"Time Management, Problem Solving, Piloting, Culinary Arts"
EMPK1UOD1,25,Female,Chargée clientèle / réceptionniste,Quality Control,2,50625,"Leadership, Problem Solving, Beekeeping, Photography"
EMPQOGL58,40,Female,Chargé des Approvisionnements,Health & Safety,2,74827,"Time Management, Teamwork, Piloting, Communication"
EMP5ALA51,54,Male,QA OFFICER,Customer Experience,2,60407,"Leadership, Communication, Communication, Problem Solving"
EMPP6TM4N,50,Male,Technicien SAV,Public Relations,3,69266,"Teamwork, Communication, Piloting, Teamwork"
EMPUKWXC6,28,Male,Chef de de département Commercial LEASING,Quality Control,11,62376,"Communication, Problem Solving, Problem Solving, Woodworking"
EMPICUS8K,24,Male,Superviseur Utilités,Research & Development,1,70618,"Communication, Leadership, Time Management, Culinary Arts"
EMPSFULKN,24,Male,Chargé des Opérations (H-F) BC Rouiba,Sustainability,3,35195,"Time Management, Leadership, Leadership, Beekeeping"
EMPKZ9BHC,59,Male,Ingénieur DevOps,Data Protection,3,56935,"Leadership, Time Management, Problem Solving"
EMP3VEESA,38,Male,Développement Informatique,Investor Relations,3,71032,"Time Management, Leadership, Photography"
EMPUY26WB,27,Female,Opérateur sur machine,Customer Experience,7,61679,"Leadership, Problem Solving, Diving, Time Management"
EMPBILC4G,32,Male,SUPEURVISEUR DES VENTES   REGION ANNABA,Data Protection,3,57745,"Leadership, Problem Solving, Teamwork, Woodworking"
EMPURWR2U,24,Male,Gestionnaire Ressources Humaines,Quality Control,5,64365,"Leadership, Problem Solving, Photography, Beekeeping"
EMPOTS7KE,42,Male,TECHNICIEN SUPÉRIEUR EN MAINTENANCE INDUSTRIELLE,Public Relations,7,61078,"Teamwork, Leadership, Beekeeping, Dentistry"
EMP1OCGHL,44,Female,Directeur Exploitation _Distribution Pharmaceutique (Homme/ Femme),Sustainability,4,58660,"Leadership, Problem Solving, Diving"
EMPDM57OV,47,Female,CADRE COMMERCIAL,Data Protection,6,71260,"Problem Solving, Leadership, Photography"
EMPK4QRHU,28,Female,Aide Comptable,Customer Experience,3,53120,"Leadership, Communication, Culinary Arts, Dentistry"
EMPG83P1L,38,Female,Enseignant d'Anglais ,Corporate Affairs,6,73803,"Teamwork, Communication, Piloting, Teamwork"
EMPUQ34V1,48,Female,Responsable Marketing ATL & Digital,Corporate Affairs,7,57394,"Leadership, Problem Solving, Beekeeping, Culinary Arts, Teamwork"
EMPJ4MUXI,47,Female,Ingénieur Agronome,Customer Experience,0,60654,"Teamwork, Leadership, Leadership"
EMPTM2GUT,35,Female,Superviseur des ventes,Innovation,4,75026,"Leadership, Communication, Time Management"
EMP0WA0BY,45,Female,Chargé(e) de clientèle,Investor Relations,1,71692,"Leadership, Problem Solving, Photography"
EMPGM6JU0,23,Female,Administrateur Bases de Données,Sustainability,3,53851,"Time Management, Teamwork, Photography"
EMPTADHFG,55,Male,Assistant(e) de Direction – Spécialisation RH (H/F),Procurement,2,70490,"Leadership, Problem Solving, Dentistry"
EMP429DOO,53,Female,Compliance Manager,Corporate Affairs,3,78459,"Time Management, Leadership, Photography, Piloting"
EMPR9067W,22,Male,Chef d’atelier,Data Protection,4,34381,"Time Management, Leadership, Culinary Arts, Piloting"
EMPU4KSWM,34,Male,TECHNICIEN SUPPORT INFORMATIQUE – RÉGION OUEST (ORAN),Procurement,4,76067,"Communication, Time Management, Leadership, Time Management"
EMPUQJVJ7,31,Male,Store Officer,Customer Experience,2,71118,"Communication, Problem Solving, Culinary Arts, Dentistry, Photography"
EMPM0QLVZ,53,Male,Chef de projet et BIM coordinateur,Sustainability,5,79419,"Problem Solving, Time Management, Culinary Arts, Leadership"
EMPLZK96R,52,Male,Ingénieur mécanique,Sustainability,7,58764,"Leadership, Problem Solving, Piloting, Leadership"
EMPRKO5OU,48,Female,developper Web,Health & Safety,3,63716,"Leadership, Communication, Beekeeping, Communication"
EMPAUKVO7,43,Female,Superviseur de production,Data Protection,4,68242,"Time Management, Problem Solving, Leadership"
EMPH5PNWB,54,Male,Chef de production,Public Relations,1,49449,"Problem Solving, Communication, Culinary Arts, Communication"
EMPYBS4E6,51,Female,Chargé(e) de formation,Procurement,1,73499,"Teamwork, Communication, Leadership"
EMPUAKX5V,52,Female,Chargé d'approvisionnement,Research & Development,0,58671,"Teamwork, Problem Solving, Leadership, Dentistry"
EMPE9ISBS,47,Female,Directeur Technique - Promotion immobilière F/H,Public Relations,15,69889,"Time Management, Problem Solving, Culinary Arts, Problem Solving"
EMPBPIBKA,49,Male,Coordinateur Courant Fort,Quality Control,1,69570,"Time Management, Problem Solving, Teamwork"
EMPDGSVGG,33,Male,ingénieur IT,Business Intelligence,10,62753,"Time Management, Problem Solving, Photography, Beekeeping"
EMPYOLRQD,28,Male,Délégué Commercial,Research & Development,2,53243,"Teamwork, Time Management, Dentistry, Time Management, Photography"
EMPSC6F4T,27,Male,Conseiller Clientèle de Particuliers / Agence BAINEM,Business Intelligence,2,63847,"Problem Solving, Teamwork, Piloting, Dentistry, Time Management"
EMP2JTSD6,49,Female,Graphiste / Infographiste,Corporate Affairs,1,35190,"Time Management, Teamwork, Piloting"
EMP33QP7T,34,Female,Chef de Projet,Public Relations,4,53033,"Communication, Problem Solving, Beekeeping, Leadership, Problem Solving"
EMPMSLIHS,59,Male,Trade Marketing,Business Intelligence,3,69003,"Teamwork, Time Management, Woodworking, Culinary Arts, Teamwork"
EMPUJJ21K,50,Male,Téléconseillers,Research & Development,7,65036,"Communication, Teamwork, Time Management"
EMP7VINSF,39,Male,Chargé d'Affaires Partenariats (H/F),Data Protection,6,32599,"Problem Solving, Teamwork, Leadership"
EMP4KXC9I,37,Male,QHSE,Quality Control,5,72362,"Communication, Time Management, Piloting, Woodworking, Time Management"
EMPSUD8J1,35,Female,Community manager,Business Intelligence,1,66298,"Teamwork, Time Management, Beekeeping, Problem Solving, Piloting"
EMPBXY5CB,33,Male,Responsable maintenance Méthodes,Innovation,1,69079,"Problem Solving, Time Management, Culinary Arts, Leadership"
EMPOI40YS,29,Female,Ingénieur génie mécanique,Procurement,3,69961,"Communication, Problem Solving, Piloting"
EMPLDICPP,23,Female,Assistant(e) DG,Investor Relations,15,59927,"Leadership, Teamwork, Culinary Arts, Culinary Arts, Woodworking"
EMPKT53KE,22,Female,Consultant Fonctionnel,Business Intelligence,4,78034,"Leadership, Communication, Woodworking, Diving"
EMPNUQZ1R,42,Male,Expert Comptable et Financier,Data Protection,11,78502,"Leadership, Communication, Culinary Arts, Piloting, Diving"
EMPETEERP,58,Female,Inspecteur Qualité,Research & Development,2,61036,"Time Management, Communication, Time Management, Diving"
EMPGA6W8P,56,Female,Agent commercial,Investor Relations,6,59557,"Communication, Teamwork, Teamwork, Beekeeping"
EMP8O12BB,55,Female,Chef Service Comptabilité,Customer Experience,8,67796,"Communication, Time Management, Dentistry"
EMPCSMF8L,25,Female,Ingénieur Plomberie,Quality Control,6,79427,"Time Management, Leadership, Communication, Dentistry"
EMPU69MS2,23,Male,Technicienne  de laboratoire / Biologiste,Investor Relations,7,73874,"Leadership, Communication, Beekeeping, Leadership"
EMP3IQ8IZ,33,Male,Responsable des Relations Publiques,Procurement,12,83335,"Leadership, Problem Solving, Dentistry"
EMPXZPJH5,41,Male,Agent de nettoiement et d'entretien,Innovation,1,52574,"Teamwork, Problem Solving, Communication"
EMPS3GGZ7,35,Male,Conducteur Siroperie,Business Intelligence,4,58686,"Time Management, Teamwork, Teamwork"
EMP03FOV0,41,Female,Chargée de la planification,Business Intelligence,4,72055,"Teamwork, Communication, Beekeeping, Diving"
EMPNQK352,36,Female,Administrateur soutien IT,Investor Relations,4,54002,"Communication, Leadership, Photography, Time Management, Teamwork"
EMPKC46B2,51,Female,Directeur Qualité Pharmaceutique,Data Protection,1,34326,"Problem Solving, Leadership, Culinary Arts, Diving, Leadership"
EMPVGHQ5E,25,Male,Ingénieur Amélioration des Performances,Investor Relations,6,65130,"Teamwork, Communication, Piloting, Beekeeping"
EMPZ7HKVI,27,Male,Responsable Maintenance,Sustainability,8,62010,"Teamwork, Communication, Problem Solving"
EMPU4F1MO,40,Female,,Sustainability,2,29788,"Problem Solving, Time Management, Woodworking"
EMP1529OY,55,Male,Correspondant Social,Data Protection,2,52534,"Communication, Leadership, Piloting"
EMPO6PWY0,31,Male,Responsable maintenance,Business Intelligence,1,56552,"Time Management, Teamwork, Woodworking"
EMPU5CDRW,53,Female,Lead CIC Telecom Engineer,Investor Relations,4,84214,"Leadership, Communication, Culinary Arts, Communication, Diving"
EMPQ6QJJK,57,Female,Superviseur Ventes et Distribution - Annaba,Customer Experience,4,58189,"Time Management, Communication, Woodworking"
EMP5QM74Q,22,Female,Talent Aquisition,Sustainability,1,27994,"Communication, Leadership, Piloting, Time Management"
EMPYW4935,35,Male,Supply Chain Analyst Junior,Procurement,1,61347,"Teamwork, Leadership, Culinary Arts, Beekeeping, Culinary Arts"
EMPMI3ZIK,47,Female,Consultant Junior Data Engineer F/H,Procurement,1,73820,"Teamwork, Time Management, Culinary Arts, Woodworking"
EMP3YVDE0,27,Male,RESPONSABLE COMMERCIAL CONSTRUCTION/PROJET CHANTIER   (ZONE EST/SUD-EST DE L’ALGERIE),Research & Development,5,75862,"Teamwork, Communication, Culinary Arts, Leadership"
EMPXXVEO0,30,Male,Directeur Marketing,Quality Control,7,73929,"Communication, Teamwork, Beekeeping, Time Management"
EMPQRT310,45,Male,Chargé des Opérations,Customer Experience,0,58265,"Leadership, Time Management, Communication, Diving"
EMPXA4HD6,47,Male,Business Developpeur IT,Data Protection,4,74196,"Leadership, Time Management, Piloting"
EMPQH7ZVW,26,Male,GESTIONNAIRE DE STOCK,Public Relations,0,59745,"Time Management, Leadership, Photography, Woodworking"
EMPWRMHI5,47,Male,Assistant(e) Administrative,Data Protection,2,66605,"Problem Solving, Communication, Piloting"
EMP6TO0ZM,54,Male,CHARGE PROCUREMENT,Business Intelligence,3,57702,"Teamwork, Leadership, Beekeeping, Leadership"
EMP96OJB6,29,Female,Dessinateur Projecteur,Innovation,4,46458,"Leadership, Time Management, Photography, Time Management"
EMPBJV37A,23,Male,Opérateurs Conditionnement / Process,Innovation,1,60098,"Time Management, Communication, Culinary Arts, Teamwork"
EMP62YJL2,25,Female,Assistant(e) Chargée des Achats,Public Relations,1,68645,"Time Management, Leadership, Communication, Problem Solving"
EMPOJ3MSJ,28,Male,Assistant(e) Administrative,Sustainability,2,63212,"Time Management, Teamwork, Piloting, Dentistry, Culinary Arts"
EMPY3XWB5,58,Female,Cuisinier,Data Protection,3,68242,"Teamwork, Leadership, Dentistry, Teamwork, Culinary Arts"
EMPAK3XF3,57,Female,Aide Pizzaiolo,Procurement,7,66849,"Teamwork, Communication, Piloting, Teamwork"
EMPVLLD1X,56,Male,Vendeur en pharmacie,Procurement,4,64126,"Teamwork, Communication, Photography, Woodworking, Piloting"
EMP7T097U,37,Male,Chauffeur Véhiculé,Customer Experience,0,55888,"Teamwork, Communication, Culinary Arts, Photography, Beekeeping"
EMPXU338I,28,Male,Ingénieur Infrastructure,Innovation,14,70144,"Teamwork, Problem Solving, Beekeeping, Woodworking"
EMP8NNSTB,57,Female,Merchandiser,Investor Relations,0,56513,"Problem Solving, Time Management, Teamwork"
EMP70G2ID,25,Male,Responsable Maintenance Véhicules Lourds et Légers,Data Protection,9,83701,"Leadership, Problem Solving, Dentistry"
EMP6D57JQ,36,Male,Délégué Commercial,Public Relations,6,80045,"Time Management, Communication, Photography, Culinary Arts, Photography"
EMPL6ZXEL,50,Male,Assistant(e) Commercial(e) Polyvalent(e),Customer Experience,2,69317,"Communication, Time Management, Leadership"
EMP5Z2C3E,23,Female,Magasinier PF-PSF,Public Relations,7,73193,"Teamwork, Communication, Photography, Leadership"
EMPT8EYGM,37,Male,Approvisionneur Senior,Health & Safety,5,54034,"Time Management, Communication, Time Management, Photography"
EMPP2OY8H,59,Male,Ingénieur Système,Corporate Affairs,12,62120,"Communication, Problem Solving, Diving, Woodworking, Diving"
EMP6Z8MJ0,48,Male,Superviseur Régional Des Ventes,Health & Safety,7,73754,"Leadership, Teamwork, Problem Solving, Photography"
EMPC6JJLE,34,Male,Agent de Vente,Data Protection,3,59551,"Time Management, Leadership, Leadership, Dentistry"
EMPW0HHBN,53,Female,Ingénieur,Investor Relations,0,78185,"Problem Solving, Teamwork, Teamwork"
EMPH3NNU7,57,Female,Visiteur Médical,Procurement,0,61281,"Leadership, Teamwork, Dentistry, Piloting, Diving"
EMPSD0BBO,60,Male,Visiteur pharmaceutique Batna,Quality Control,0,72407,"Problem Solving, Time Management, Communication"
EMPLVFLYM,25,Female,Chef de Section Audit  Interne,Public Relations,0,52501,"Teamwork, Communication, Dentistry, Photography, Leadership"
EMPTK3LX0,23,Male,Infographe,Research & Development,2,49575,"Communication, Problem Solving, Communication"
EMPA6JUIT,40,Male,Tourneurs – fraiseurs- Ajusteurs,Sustainability,5,64222,"Problem Solving, Communication, Beekeeping, Communication"
EMP5X02XD,46,Female,Responsable Commercial,Innovation,1,29729,"Teamwork, Leadership, Woodworking, Leadership, Time Management"
EMPEDYD8Q,55,Female,"Full-Stack Developer (React, React Native, Node.js)",Public Relations,2,72317,"Teamwork, Communication, Culinary Arts, Piloting, Culinary Arts"
EMPV4A9AL,63,Male,Astronaut,Corporate Affairs,28,367401,"Problem Solving, Leadership, Diving, Problem Solving"
EMPPINAH5,55,Female,stagiaire commercial ,Investor Relations,1,48740,"Teamwork, Communication, Time Management"
EMP3O7EJH,34,Female,chargé de la gestion des ressources Humaines,Investor Relations,1,76718,"Teamwork, Problem Solving, Problem Solving"
EMP7AT7P2,32,Male,Sales & Customer Service,Corporate Affairs,5,70127,"Leadership, Communication, Photography, Piloting"
EMPFCIVB9,51,Female,COMMERCIAL B TO B,Business Intelligence,2,73524,"Problem Solving, Time Management, Culinary Arts, Photography, Dentistry"
EMPBAQQ1W,27,Female,Specialist Supply chain,Public Relations,8,69521,"Time Management, Communication, Piloting, Piloting"
EMP1G28SX,44,Female,chargé d'affaire commercial,Sustainability,5,68640,"Teamwork, Time Management, Photography, Teamwork"
EMPDWDDCD,45,Female,Assistant(e) commerciale,Sustainability,1,78203,"Teamwork, Leadership, Time Management, Culinary Arts"
EMPSC2TB4,54,Female,Comptable Principal,Customer Experience,2,69229,"Teamwork, Communication, Time Management, Diving"
EMP2JJZNR,59,Male,Plongeurs,Quality Control,5,48297,"Leadership, Time Management, Leadership, Piloting"
EMPRGUJA7,31,Female,FACTOTUM - HÔTEL,Corporate Affairs,4,70869,"Problem Solving, Communication, Dentistry"
EMPE3Q7RQ,35,Male,Architect technico-commercial,Innovation,2,82158,"Communication, Time Management, Teamwork"
EMPCBTYA2,40,Female,Ingénieur HVAC,Procurement,11,59660,"Time Management, Problem Solving, Leadership"
EMPZ8JLXD,51,Female,Comptable Junior,Public Relations,0,72297,"Communication, Problem Solving, Woodworking, Diving"
EMP83K2Y2,46,Male,Agent de Sécurité,Customer Experience,1,61794,"Problem Solving, Leadership, Leadership, Problem Solving"
EMP1U50ND,29,Male,BAR MAN,Business Intelligence,7,61486,"Time Management, Communication, Problem Solving"
EMP4IL6GN,48,Female,Consultant Junior Data Engineer F/H,Innovation,0,69287,"Problem Solving, Time Management, Diving"
EMPM92JFF,39,Female,Agent polyvalent,Sustainability,4,56183,"Leadership, Teamwork, Beekeeping"
EMPTCZO40,36,Male,Sénior Catégory Manager,Quality Control,8,72500,"Communication, Leadership, Dentistry"
EMPIZYQSQ,38,Female,Superviseur des Ventes Constantine,Public Relations,1,77532,"Communication, Leadership, Piloting, Dentistry"
EMPNOQELY,40,Female,Responsable Moyens Généraux,Research & Development,11,88290,"Teamwork, Communication, Beekeeping, Problem Solving"
EMP0HMWH4,57,Male,Technicien Support Informatique,Public Relations,5,69521,"Problem Solving, Leadership, Diving, Dentistry"
EMPAQDVT4,26,Male,Gestionnaire de paie,Sustainability,5,58501,"Communication, Problem Solving, Woodworking"
EMPTCFHRL,23,Male,,Innovation,2,28783,"Problem Solving, Leadership, Teamwork"
EMPS6QALN,25,Female,Chef de projet développement pharmaceutique,Data Protection,10,72752,"Leadership, Time Management, Diving, Problem Solving, Leadership"
EMP1QBCDX,25,Male,Agent polyvalent Magasin,Procurement,1,65055,"Problem Solving, Teamwork, Beekeeping, Dentistry, Time Management"
EMP61UEPR,27,Male,Responsable et agent Control Qualité,Sustainability,2,71406,"Time Management, Communication, Teamwork"
EMP0Q0A7T,52,Female,Ingénieur Qualité,Business Intelligence,6,75913,"Problem Solving, Leadership, Teamwork, Beekeeping"
EMPKXC73B,34,Female,Gestionnaire de stocks,Quality Control,4,61679,"Teamwork, Problem Solving, Photography"
EMPZKKA0H,23,Male,Lead Substation Automation Engineer,Data Protection,12,76609,"Time Management, Problem Solving, Culinary Arts, Leadership, Dentistry"
EMPOWKRD9,56,Female,DIRECTEUR COMMERCIAL,Research & Development,3,63579,"Time Management, Problem Solving, Piloting"
EMPM6LM9O,51,Female,Commercial B to B pour cabinet de recrutement,Investor Relations,7,71187,"Time Management, Communication, Piloting, Problem Solving"
EMPM2R6KK,48,Female,Pilot,Customer Experience,31,367969,"Leadership, Problem Solving, Culinary Arts"
EMPJWZ03I,26,Male,Responsable Maintenance,Business Intelligence,5,52031,"Problem Solving, Leadership, Beekeeping"
EMPDHR7HF,39,Male,Commercial Terrain et Support Client (Logiciel de Gestion des Stocks),Health & Safety,4,51522,"Communication, Time Management, Leadership, Time Management"
EMPL1QTHX,32,Male,Développeur Frontend Senior Angular,Customer Experience,11,54910,"Communication, Teamwork, Time Management, Diving"
EMPUFCTXI,24,Male,Cadre Financier chargé du Reporting et suivi de Performance,Investor Relations,1,58660,"Communication, Leadership, Teamwork"
EMPQXJXZY,42,Female,Pré-vendeur ,Sustainability,2,50973,"Problem Solving, Time Management, Leadership, Time Management"
EMPR0CANZ,52,Female,Commercial B to B pour cabinet de recrutement,Corporate Affairs,5,77145,"Communication, Teamwork, Diving, Leadership, Diving"
EMPPM6JHZ,25,Male, Technicien Installateur GPS,Procurement,4,49177,"Teamwork, Leadership, Culinary Arts, Photography"
EMPH9NHFJ,25,Male,Aide Comptable,Investor Relations,1,60585,"Time Management, Teamwork, Photography, Beekeeping, Culinary Arts"
EMP3IFPW8,34,Male,Ingénieur DevOps,Public Relations,2,69826,"Communication, Time Management, Beekeeping, Piloting, Photography"
EMP04YR7V,28,Female,Opérateur sur machine,Corporate Affairs,5,71498,"Problem Solving, Leadership, Photography"
EMP0RB267,36,Female,Stage en pharmacie - Horraires du soir,Health & Safety,0,25574,"Teamwork, Time Management, Diving, Teamwork"
EMPNW5UGC,58,Female,VENDEUSE -  MAGASIN DE LINGE,Quality Control,2,39373,"Time Management, Communication, Culinary Arts, Dentistry"
EMP4DY7GW,35,Male,Responsable Business Développement,Investor Relations,0,63596,"Leadership, Teamwork, Piloting"
EMPPASSFR,58,Male,Directeur Général,Customer Experience,16,66393,"Communication, Teamwork, Leadership, Dentistry"
EMPLAA7O7,25,Male,DIRECTEUR GÉNÉRAL AGRICOLE ALGERIE H/F,Public Relations,9,91752,"Time Management, Leadership, Teamwork"
EMPRVP24Z,52,Male,Directeur d'Agence / Sétif,Customer Experience,11,46378,"Problem Solving, Leadership, Photography, Woodworking, Dentistry"
EMP8HEJI4,32,Male,Agent polyvalent,Customer Experience,4,55511,"Teamwork, Problem Solving, Photography, Beekeeping"
EMP0G1SUU,25,Male,QMS & Quality Maintenance Specialist,Health & Safety,6,69054,"Communication, Teamwork, Dentistry"
EMPBZTF8H,50,Female,Financial Crime Junior Officer,Research & Development,0,52941,"Problem Solving, Time Management, Culinary Arts"
EMP7PQBPD,40,Female,Field maintenance & readiness Engineer ( Constantine),Procurement,1,77666,"Communication, Teamwork, Photography"
EMP22IDDK,43,Female,Directeur des Ressources Humaines,Business Intelligence,10,48438,"Time Management, Teamwork, Beekeeping, Teamwork"
EMPJDN1D1,58,Male,Responsable administration des ventes,Investor Relations,12,62654,"Communication, Problem Solving, Diving, Diving"
EMPZRX4TA,53,Female,Coordinateur Logistique,Business Intelligence,2,36633,"Teamwork, Problem Solving, Culinary Arts"
EMPPTVZN3,28,Male,Ingénieur DevOps,Corporate Affairs,3,66693,"Communication, Leadership, Woodworking, Problem Solving"
EMPULLI3Y,24,Male,Assistante de direction,Sustainability,7,60788,"Leadership, Teamwork, Woodworking, Diving"
EMP8OL5CJ,51,Male,IP Senior  Engineer,Customer Experience,5,65863,"Problem Solving, Leadership, Dentistry, Communication"
EMPBL4F0S,34,Female,commercial pour bureau des marchés,Health & Safety,6,75318,"Time Management, Communication, Beekeeping, Leadership, Photography"
EMP3OGW8J,50,Female,Assistante Administrative et Commerciale,Public Relations,2,61213,"Teamwork, Communication, Diving, Beekeeping, Photography"
EMPBC5HEB,29,Female,Garde de sécurité,Public Relations,5,46829,"Leadership, Problem Solving, Culinary Arts"
EMPGR5LY0,30,Male,Attaché Commercial - BC Bejaia,Health & Safety,8,63661,"Communication, Time Management, Culinary Arts"
EMPL1U94W,40,Female,Ouvriers de production,Quality Control,4,65937,"Leadership, Time Management, Culinary Arts, Dentistry, Teamwork"
EMPZVVL95,30,Male,,Corporate Affairs,0,31556,"Leadership, Teamwork, Diving, Leadership"
EMP7NVH9K,60,Male,Digital Marketer,Customer Experience,4,55933,"Teamwork, Problem Solving, Culinary Arts"
EMPK2YDW4,23,Male,Ingénieur Dévelopeur Java/JEE Full Stack,Customer Experience,8,55709,"Time Management, Leadership, Time Management"
EMPZX88UT,33,Female,Responsable Reporting,Research & Development,2,58246,"Problem Solving, Teamwork, Piloting, Teamwork"
EMP4G4I1M,37,Female,Responsable des Relations Publiques,Investor Relations,6,61664,"Leadership, Communication, Diving, Diving, Woodworking"
EMP7LNW6R,38,Female,Coordinateur Export,Business Intelligence,2,57508,"Communication, Leadership, Teamwork, Dentistry"
EMP2AVFCI,51,Female,Secrétaire Comptable,Research & Development,4,63031,"Time Management, Problem Solving, Piloting, Teamwork"
EMPTD66EI,41,Female,Chargé Marketing Corporate,Investor Relations,4,31085,"Time Management, Leadership, Photography, Leadership"
EMP201K7B,42,Male,Assistante commerciale,Business Intelligence,6,39697,"Problem Solving, Teamwork, Dentistry, Beekeeping"
EMP6W6E7M,48,Female,Chef de Produit Junior,Procurement,2,61694,"Communication, Problem Solving, Teamwork, Problem Solving"
