skills,experience,salary,location,job_interest,sector,education_level,job_id,Approximate Years of Education,education_years,job_type
"SQL, JavaScript, Spring, C++, Python",6,59700,Ouargla,Software Engineering,Information Technology,Ingénieur,17120,17.0,17,Full-time
"Negotiation, Case Management, Legal Research, Regulatory Compliance, Contracts, Litigation",3,94121,Bejaia,Legal,Legal,Bachelor's,17121,12.0,15,Full-time
"Forensics, Network Security, Penetration Testing, Ethical Hacking, Firewalls",10,130368,Skikda,Cybersecurity,Information Technology,Ingénieur,17122,17.0,17,Full-time
"JavaScript, Java, Git",5,48113,Mostaganem,Software Engineering,Information Technology,No Formal Education,17123,0.0,0,Full-time
"Google Ads, SEO, Copywriting, Branding, Analytics, Content Creation",2,117002,Bejaia,Marketing,Business,Ingénieur,17124,17.0,17,Full-time
"Masonry, Plumbing, Safety Procedures",1,70806,Bejaia,Construction,Construction,Doctorate,17125,20.0,20,Full-time
"Mentoring, E-Learning, Assessment, Teaching, Curriculum Design",11,85775,Bordj Bou Arreridj,Education,Education,Doctorate,17126,20.0,20,Full-time
"Project Management, MATLAB, Design",4,160240,Bordj Bou Arreridj,Engineering,Engineering,Doctorate,17127,20.0,20,Full-time
"Statistics, R, Machine Learning, Data Visualization, Python",13,110985,Oran,Data Science,Information Technology,Master's,17128,17.0,17,Full-time
"WordPress, Node.js, Responsive Design, CSS",5,173644,Algiers,Web Development,Information Technology,Bachelor's,17129,12.0,15,Full-time
"SEO, Google Ads, Social Media",4,83331,Oran,Marketing,Business,No Formal Education,17130,0.0,0,Full-time
"Linux, Security, Virtualization",12,111294,Algiers,System Administration,Information Technology,Ingénieur,17131,17.0,17,Full-time
"Auditing, Accounting, Risk Management, Budgeting, Financial Analysis",12,78538,Skikda,Finance,Business,Bachelor's,17132,12.0,15,Full-time
"CRM, Customer Service, Lead Generation, Negotiation, Cold Calling",2,114563,Chlef,Sales,Business,Doctorate,17133,20.0,20,Full-time
"SQL, TensorFlow, Python, R",8,137925,Bejaia,Data Science,Information Technology,Technical Diploma,17134,,14,Full-time
"Linux, Security, Virtualization",2,123059,Tipaza,System Administration,Information Technology,Technical Diploma,17135,,14,Full-time
"Python, Pandas, Statistics",5,177330,Oran,Data Science,Information Technology,No Formal Education,17136,0.0,0,Full-time
"SEO, Branding, Content Creation, Social Media",1,41767,Tlemcen,Marketing,Business,Master's,17137,17.0,17,Full-time
"Negotiation, Contracts, Regulatory Compliance, Litigation",9,81098,Ghardaia,Legal,Legal,Ingénieur,17138,17.0,17,Full-time
"Inventory Management, Supply Chain, Routing, Warehouse Ops, Fleet Management",13,185008,Ghardaia,Logistics,Supply Chain,Technical Diploma,17139,,14,Full-time
"Masonry, Blueprint Reading, Site Management",3,143065,Ghardaia,Construction,Construction,Technical Diploma,17140,,14,Full-time
"3D Modeling, Graphic Design, Creativity",7,139660,Ghardaia,Art & Design,Creative,High School,17141,9.0,12,Full-time
"Auditing, Accounting, Budgeting, Financial Analysis, Investment",13,118043,Ouargla,Finance,Business,No Formal Education,17142,0.0,0,Full-time
"Financial Analysis, Budgeting, Auditing",1,76829,Skikda,Finance,Business,Master's,17143,17.0,17,Full-time
"Assessment, Classroom Management, Curriculum Design, Mentoring, E-Learning, Teaching",1,145243,Constantine,Education,Education,High School,17144,9.0,12,Full-time
"Machine Learning, Python, TensorFlow",1,80325,Tipaza,Data Science,Information Technology,Ingénieur,17145,17.0,17,Full-time
"Curriculum Design, E-Learning, Teaching, Assessment, Classroom Management, Mentoring",3,94151,Algiers,Education,Education,Bachelor's,17146,12.0,15,Full-time
"Financial Analysis, Investment, Risk Management, Accounting",1,145699,Ouargla,Finance,Business,Ingénieur,17147,17.0,17,Full-time
"Investment, Financial Analysis, Budgeting, Risk Management, Excel, Accounting",4,47674,Setif,Finance,Business,High School,17148,9.0,12,Full-time
"Negotiation, Litigation, Case Management, Contracts, Legal Research, Regulatory Compliance",5,100648,Ouargla,Legal,Legal,Bachelor's,17149,12.0,15,Full-time
"R, TensorFlow, Statistics, SQL",4,38244,Setif,Data Science,Information Technology,Doctorate,17150,20.0,20,Full-time
"Case Management, Contracts, Legal Research, Litigation, Negotiation",6,137541,Algiers,Legal,Legal,Master's,17151,17.0,17,Full-time
"Photoshop, Creativity, UI/UX, 3D Modeling",3,97812,Oran,Art & Design,Creative,No Formal Education,17152,0.0,0,Full-time
"Network Security, Penetration Testing, Firewalls, Forensics",1,105951,Batna,Cybersecurity,Information Technology,Master's,17153,17.0,17,Full-time
"Accounting, Budgeting, Risk Management, Financial Analysis",15,75985,Tlemcen,Finance,Business,Technical Diploma,17154,,14,Full-time
"Supply Chain, Warehouse Ops, Fleet Management, Inventory Management, Routing",2,119702,Chlef,Logistics,Supply Chain,Doctorate,17155,20.0,20,Full-time
"Soil Testing, Pest Control, Crop Management, Agro-tech, Tractor Operation, Irrigation",1,31307,Bordj Bou Arreridj,Agriculture,Agriculture,Master's,17156,17.0,17,Full-time
"EMR, Patient Care, Anatomy, CPR, Phlebotomy",3,89134,M'Sila,Healthcare,Health,No Formal Education,17157,0.0,0,Full-time
"Windows Server, Scripting, Networking, Virtualization",4,47345,Skikda,System Administration,Information Technology,Master's,17158,17.0,17,Full-time
"Content Creation, Social Media, Branding, Analytics, Copywriting, Google Ads",1,79189,Batna,Marketing,Business,Ingénieur,17159,17.0,17,Full-time
"Illustrator, Creativity, 3D Modeling, Photoshop, UI/UX, Graphic Design",2,72675,Relizane,Art & Design,Creative,Master's,17160,17.0,17,Full-time
"Copywriting, Analytics, Google Ads, SEO, Social Media",2,84801,Skikda,Marketing,Business,Master's,17161,17.0,17,Full-time
"Teaching, Curriculum Design, Mentoring, Classroom Management, Assessment",8,57291,Tipaza,Education,Education,Technical Diploma,17162,,14,Full-time
"Content Creation, Analytics, Branding, Social Media, Copywriting",5,155077,Bordj Bou Arreridj,Marketing,Business,Technical Diploma,17163,,14,Full-time
"Ethical Hacking, Penetration Testing, Forensics, Firewalls",1,105531,Biskra,Cybersecurity,Information Technology,Doctorate,17164,20.0,20,Full-time
"TensorFlow, Machine Learning, Statistics, Data Visualization, SQL",12,63437,Biskra,Data Science,Information Technology,Master's,17165,17.0,17,Full-time
"Carpentry, Plumbing, Masonry, Blueprint Reading, Site Management, Safety Procedures",1,82440,Tipaza,Construction,Construction,Master's,17166,17.0,17,Full-time
"JavaScript, Python, Spring, Java",6,56899,Setif,Software Engineering,Information Technology,Master's,17167,17.0,17,Full-time
"Mentoring, Curriculum Design, Classroom Management, E-Learning, Assessment",5,97494,Ouargla,Education,Education,Bachelor's,17168,12.0,15,Full-time
"Node.js, JavaScript, React, Responsive Design, CSS, HTML",13,183071,Bordj Bou Arreridj,Web Development,Information Technology,Doctorate,17169,20.0,20,Full-time
"Plumbing, Blueprint Reading, Masonry, Site Management",10,56568,Batna,Construction,Construction,Ingénieur,17170,17.0,17,Full-time
"Irrigation, Soil Testing, Tractor Operation, Pest Control",1,170391,Constantine,Agriculture,Agriculture,Technical Diploma,17171,,14,Full-time
"Front Desk, Food Safety, Reservation Systems",14,196206,Setif,Hospitality,Tourism & Hospitality,Ingénieur,17172,17.0,17,Full-time
"SQL, R, Pandas, TensorFlow, Python, Statistics",8,133542,Biskra,Data Science,Information Technology,High School,17173,9.0,12,Full-time
"Firewalls, Forensics, Penetration Testing, SIEM, Network Security, Ethical Hacking",6,168536,Tlemcen,Cybersecurity,Information Technology,Ingénieur,17174,17.0,17,Full-time
"Customer Service, CRM, Negotiation, Lead Generation, Cold Calling",7,72380,Bejaia,Sales,Business,No Formal Education,17175,0.0,0,Full-time
"Forensics, Network Security, Penetration Testing, Firewalls",3,118133,Sidi Bel Abbès,Cybersecurity,Information Technology,Bachelor's,17176,12.0,15,Full-time
"Design, Blueprint Reading, SolidWorks, AutoCAD",7,114855,Algiers,Engineering,Engineering,Master's,17177,17.0,17,Full-time
"Python, R, TensorFlow, Statistics, SQL",14,66377,Blida,Data Science,Information Technology,Ingénieur,17178,17.0,17,Full-time
"Agro-tech, Crop Management, Pest Control, Soil Testing",5,72826,Tizi Ouzou,Agriculture,Agriculture,Bachelor's,17179,12.0,15,Full-time
"Content Creation, Analytics, Branding",3,61248,Ouargla,Marketing,Business,No Formal Education,17180,0.0,0,Full-time
"Blueprint Reading, Project Management, SolidWorks, Design, MATLAB, AutoCAD",2,84285,Skikda,Engineering,Engineering,Master's,17181,17.0,17,Full-time
"Crop Management, Soil Testing, Irrigation, Pest Control",15,108827,Constantine,Agriculture,Agriculture,Doctorate,17182,20.0,20,Full-time
"Regulatory Compliance, Negotiation, Case Management, Contracts, Legal Research",4,105838,Batna,Legal,Legal,Master's,17183,17.0,17,Full-time
"Security, Virtualization, Linux, Scripting",1,91639,Tlemcen,System Administration,Information Technology,Bachelor's,17184,12.0,15,Full-time
"HTML, Node.js, Responsive Design, CSS, WordPress, JavaScript",12,63312,Sidi Bel Abbès,Web Development,Information Technology,High School,17185,9.0,12,Full-time
"Classroom Management, Curriculum Design, E-Learning, Teaching, Mentoring, Assessment",13,45988,Bejaia,Education,Education,High School,17186,9.0,12,Full-time
"Project Management, SolidWorks, MATLAB",2,66303,Tipaza,Engineering,Engineering,Technical Diploma,17187,,14,Full-time
"Copywriting, SEO, Analytics, Branding, Google Ads",1,122980,Sidi Bel Abbès,Marketing,Business,Master's,17188,17.0,17,Full-time
"Front Desk, Event Planning, Food Safety, Reservation Systems",4,117242,Algiers,Hospitality,Tourism & Hospitality,High School,17189,9.0,12,Full-time
"Spring, JavaScript, Java, Django, Python, REST",6,120546,Blida,Software Engineering,Information Technology,Ingénieur,17190,17.0,17,Full-time
"Social Media, Analytics, SEO, Content Creation",4,135240,Algiers,Marketing,Business,Ingénieur,17191,17.0,17,Full-time
"E-Learning, Assessment, Curriculum Design",1,129172,Ghardaia,Education,Education,Technical Diploma,17192,,14,Full-time
"CSS, Responsive Design, Node.js",9,132284,Sidi Bel Abbès,Web Development,Information Technology,Doctorate,17193,20.0,20,Full-time
"Firewalls, Network Security, Penetration Testing, SIEM, Forensics, Ethical Hacking",10,120679,Ouargla,Cybersecurity,Information Technology,Master's,17194,17.0,17,Full-time
"Crop Management, Agro-tech, Irrigation, Soil Testing, Tractor Operation",2,56292,Constantine,Agriculture,Agriculture,No Formal Education,17195,0.0,0,Full-time
"Network Security, Penetration Testing, Firewalls, Forensics, SIEM",1,107251,Constantine,Cybersecurity,Information Technology,Doctorate,17196,20.0,20,Full-time
"Routing, Supply Chain, Warehouse Ops, Fleet Management, Inventory Management",2,83705,Relizane,Logistics,Supply Chain,Technical Diploma,17197,,14,Full-time
"Financial Analysis, Excel, Investment",3,150030,Chlef,Finance,Business,Ingénieur,17198,17.0,17,Full-time
"JavaScript, Django, C++, SQL, Spring",4,50655,Batna,Software Engineering,Information Technology,Bachelor's,17199,12.0,15,Full-time
"Data Visualization, Pandas, R",7,77055,Relizane,Data Science,Information Technology,Technical Diploma,17200,,14,Full-time
"Creativity, Photoshop, UI/UX",10,180962,Ghardaia,Art & Design,Creative,Bachelor's,17201,12.0,15,Full-time
"Content Creation, Analytics, Copywriting, Google Ads, SEO",5,92014,Skikda,Marketing,Business,High School,17202,9.0,12,Full-time
"Irrigation, Agro-tech, Tractor Operation, Crop Management",3,56504,Skikda,Agriculture,Agriculture,Doctorate,17203,20.0,20,Full-time
"Lead Generation, Cold Calling, CRM, Negotiation",2,93328,M'Sila,Sales,Business,High School,17204,9.0,12,Full-time
"Financial Analysis, Risk Management, Excel, Accounting, Budgeting, Auditing",6,97277,Tlemcen,Finance,Business,Master's,17205,17.0,17,Full-time
"Social Media, Branding, SEO, Google Ads",1,88502,Ouargla,Marketing,Business,Ingénieur,17206,17.0,17,Full-time
"Negotiation, Regulatory Compliance, Case Management",1,180361,Tizi Ouzou,Legal,Legal,Ingénieur,17207,17.0,17,Full-time
"Blueprint Reading, Safety Procedures, Carpentry, Masonry",2,139338,Chlef,Construction,Construction,Doctorate,17208,20.0,20,Full-time
"Security, Scripting, Windows Server, Networking",15,180733,Tlemcen,System Administration,Information Technology,Technical Diploma,17209,,14,Full-time
"Node.js, HTML, React, CSS",3,45851,Annaba,Web Development,Information Technology,Technical Diploma,17210,,14,Full-time
"Mentoring, Classroom Management, Teaching, Curriculum Design, Assessment, E-Learning",9,126765,Bejaia,Education,Education,Technical Diploma,17211,,14,Full-time
"Case Management, Legal Research, Regulatory Compliance, Contracts, Negotiation, Litigation",4,92474,Tizi Ouzou,Legal,Legal,Technical Diploma,17212,,14,Full-time
"SQL, Python, Git",5,86990,Ghardaia,Software Engineering,Information Technology,Technical Diploma,17213,,14,Full-time
"Customer Service, Food Safety, Front Desk, Reservation Systems, Event Planning",2,191138,Sidi Bel Abbès,Hospitality,Tourism & Hospitality,No Formal Education,17214,0.0,0,Full-time
"Forensics, Ethical Hacking, Firewalls",8,113193,Sidi Bel Abbès,Cybersecurity,Information Technology,No Formal Education,17215,0.0,0,Full-time
"Auditing, Accounting, Excel, Financial Analysis, Budgeting, Risk Management",7,80652,Chlef,Finance,Business,Doctorate,17216,20.0,20,Full-time
"CPR, Anatomy, Patient Care",4,139707,Tlemcen,Healthcare,Health,Ingénieur,17217,17.0,17,Full-time
"Risk Management, Excel, Budgeting, Financial Analysis, Investment",1,103217,Setif,Finance,Business,Ingénieur,17218,17.0,17,Full-time
"E-Learning, Teaching, Assessment, Classroom Management",5,98726,Ghardaia,Education,Education,Doctorate,17219,20.0,20,Full-time
"Blueprint Reading, Plumbing, Carpentry, Masonry",1,128655,Algiers,Construction,Construction,Technical Diploma,17220,,14,Full-time
"React, CSS, Responsive Design",8,95788,Batna,Web Development,Information Technology,Doctorate,17221,20.0,20,Full-time
"Soil Testing, Pest Control, Agro-tech, Irrigation, Tractor Operation, Crop Management",1,100339,Ouargla,Agriculture,Agriculture,Bachelor's,17222,12.0,15,Full-time
"Financial Analysis, Auditing, Investment, Excel, Risk Management, Budgeting",2,138615,Relizane,Finance,Business,Master's,17223,17.0,17,Full-time
"Medical Terminology, Anatomy, Phlebotomy, EMR, CPR, Patient Care",9,41830,Tlemcen,Healthcare,Health,Doctorate,17224,20.0,20,Full-time
"E-Learning, Mentoring, Curriculum Design, Teaching, Assessment",9,73680,Setif,Education,Education,High School,17225,9.0,12,Full-time
"Copywriting, SEO, Social Media, Branding, Google Ads, Analytics",5,81975,Tizi Ouzou,Marketing,Business,High School,17226,9.0,12,Full-time
"Budgeting, Excel, Accounting",8,164737,Annaba,Finance,Business,No Formal Education,17227,0.0,0,Full-time
"Customer Service, Food Safety, Event Planning",2,59954,Tlemcen,Hospitality,Tourism & Hospitality,Bachelor's,17228,12.0,15,Full-time
"React, Node.js, HTML",3,132819,Bejaia,Web Development,Information Technology,Master's,17229,17.0,17,Full-time
"Pest Control, Irrigation, Soil Testing, Agro-tech, Tractor Operation",8,59694,Skikda,Agriculture,Agriculture,High School,17230,9.0,12,Full-time
"Warehouse Ops, Inventory Management, Fleet Management",9,67395,Relizane,Logistics,Supply Chain,Ingénieur,17231,17.0,17,Full-time
"AutoCAD, Project Management, MATLAB, Blueprint Reading, SolidWorks",3,63447,Oran,Engineering,Engineering,High School,17232,9.0,12,Full-time
"Carpentry, Masonry, Plumbing, Blueprint Reading, Site Management",4,77153,Constantine,Construction,Construction,High School,17233,9.0,12,Full-time
"Analytics, Content Creation, SEO, Branding, Social Media",7,58944,Bejaia,Marketing,Business,Technical Diploma,17234,,14,Full-time
"Classroom Management, Mentoring, Assessment, Curriculum Design",5,64791,Mostaganem,Education,Education,Bachelor's,17235,12.0,15,Full-time
"Customer Service, Food Safety, Reservation Systems, Event Planning, Front Desk",10,112993,Ghardaia,Hospitality,Tourism & Hospitality,High School,17236,9.0,12,Full-time
"Responsive Design, WordPress, HTML",1,67783,M'Sila,Web Development,Information Technology,No Formal Education,17237,0.0,0,Full-time
"Contracts, Legal Research, Negotiation, Case Management",5,91873,Bordj Bou Arreridj,Legal,Legal,Doctorate,17238,20.0,20,Full-time
"Crop Management, Irrigation, Agro-tech, Tractor Operation",14,96444,Skikda,Agriculture,Agriculture,Bachelor's,17239,12.0,15,Full-time
"Front Desk, Food Safety, Event Planning",3,127655,Tipaza,Hospitality,Tourism & Hospitality,High School,17240,9.0,12,Full-time
"Litigation, Contracts, Case Management, Negotiation",2,103348,Chlef,Legal,Legal,High School,17241,9.0,12,Full-time
"Routing, Fleet Management, Warehouse Ops, Inventory Management",1,81454,Annaba,Logistics,Supply Chain,Ingénieur,17242,17.0,17,Full-time
"Warehouse Ops, Supply Chain, Routing, Inventory Management",1,162340,Tizi Ouzou,Logistics,Supply Chain,Ingénieur,17243,17.0,17,Full-time
"Linux, Networking, Windows Server, Virtualization, Scripting",9,96244,Oran,System Administration,Information Technology,Master's,17244,17.0,17,Full-time
"AutoCAD, Blueprint Reading, Project Management, MATLAB",3,51796,Tipaza,Engineering,Engineering,Technical Diploma,17245,,14,Full-time
"Inventory Management, Supply Chain, Fleet Management",11,62982,Sidi Bel Abbès,Logistics,Supply Chain,No Formal Education,17246,0.0,0,Full-time
"Accounting, Financial Analysis, Budgeting, Risk Management, Auditing, Investment",10,92259,Bordj Bou Arreridj,Finance,Business,Technical Diploma,17247,,14,Full-time
"Copywriting, Branding, Google Ads, Analytics",9,121467,M'Sila,Marketing,Business,Master's,17248,17.0,17,Full-time
"Blueprint Reading, AutoCAD, SolidWorks",9,79185,Algiers,Engineering,Engineering,Technical Diploma,17249,,14,Full-time
"Patient Care, Anatomy, CPR",14,92822,Algiers,Healthcare,Health,Technical Diploma,17250,,14,Full-time
"Ethical Hacking, Forensics, Firewalls, Penetration Testing",5,102218,Tipaza,Cybersecurity,Information Technology,Ingénieur,17251,17.0,17,Full-time
"Networking, Linux, Security",1,72215,Oran,System Administration,Information Technology,Master's,17252,17.0,17,Full-time
"Illustrator, UI/UX, Photoshop",8,41693,Sidi Bel Abbès,Art & Design,Creative,Bachelor's,17253,12.0,15,Full-time
"UI/UX, Illustrator, Graphic Design, Creativity, 3D Modeling",15,129453,Annaba,Art & Design,Creative,No Formal Education,17254,0.0,0,Full-time
"CPR, EMR, Anatomy",12,133034,Skikda,Healthcare,Health,Ingénieur,17255,17.0,17,Full-time
"Front Desk, Event Planning, Reservation Systems, Customer Service, Food Safety",1,101093,Tizi Ouzou,Hospitality,Tourism & Hospitality,Doctorate,17256,20.0,20,Full-time
"React, JavaScript, Node.js",5,80301,Blida,Web Development,Information Technology,Technical Diploma,17257,,14,Full-time
"Forensics, SIEM, Firewalls, Network Security, Penetration Testing",5,65029,Skikda,Cybersecurity,Information Technology,Bachelor's,17258,12.0,15,Full-time
"Assessment, Mentoring, Classroom Management, Curriculum Design, Teaching, E-Learning",8,153986,Mostaganem,Education,Education,Ingénieur,17259,17.0,17,Full-time
"Litigation, Negotiation, Legal Research, Case Management, Regulatory Compliance",9,59682,Biskra,Legal,Legal,High School,17260,9.0,12,Full-time
"Project Management, MATLAB, AutoCAD, Blueprint Reading",2,94017,Biskra,Engineering,Engineering,Master's,17261,17.0,17,Full-time
"SQL, Python, R",1,55815,Chlef,Data Science,Information Technology,Technical Diploma,17262,,14,Full-time
"Java, C++, Django",7,149798,Tizi Ouzou,Software Engineering,Information Technology,Bachelor's,17263,12.0,15,Full-time
"Negotiation, CRM, Sales Forecasting, Cold Calling, Lead Generation, Customer Service",5,121549,Tizi Ouzou,Sales,Business,Bachelor's,17264,12.0,15,Full-time
"Google Ads, Analytics, Social Media",3,114535,Tizi Ouzou,Marketing,Business,Ingénieur,17265,17.0,17,Full-time
"WordPress, JavaScript, Node.js, CSS, React",1,53123,Ghardaia,Web Development,Information Technology,High School,17266,9.0,12,Full-time
"Regulatory Compliance, Negotiation, Case Management, Litigation",2,50165,Tipaza,Legal,Legal,Doctorate,17267,20.0,20,Full-time
"Legal Research, Litigation, Case Management, Regulatory Compliance",3,49308,Algiers,Legal,Legal,Technical Diploma,17268,,14,Full-time
"CRM, Sales Forecasting, Customer Service, Negotiation, Cold Calling, Lead Generation",13,65624,Mostaganem,Sales,Business,No Formal Education,17269,0.0,0,Full-time
"REST, Java, Django, SQL, JavaScript",8,69135,Annaba,Software Engineering,Information Technology,Bachelor's,17270,12.0,15,Full-time
"CRM, Cold Calling, Customer Service, Sales Forecasting, Negotiation",1,129248,Oran,Sales,Business,Doctorate,17271,20.0,20,Full-time
"Machine Learning, R, Pandas, TensorFlow, Python",2,96737,Tizi Ouzou,Data Science,Information Technology,High School,17272,9.0,12,Full-time
"Graphic Design, UI/UX, Illustrator",5,102572,Tizi Ouzou,Art & Design,Creative,Ingénieur,17273,17.0,17,Full-time
"Tractor Operation, Pest Control, Irrigation",3,69418,Setif,Agriculture,Agriculture,Bachelor's,17274,12.0,15,Full-time
"Forensics, Firewalls, Ethical Hacking, SIEM, Network Security",14,108823,Chlef,Cybersecurity,Information Technology,Technical Diploma,17275,,14,Full-time
"Sales Forecasting, Lead Generation, Cold Calling",3,81404,Oran,Sales,Business,Technical Diploma,17276,,14,Full-time
"Inventory Management, Warehouse Ops, Supply Chain, Fleet Management, Routing",1,155914,Chlef,Logistics,Supply Chain,Bachelor's,17277,12.0,15,Full-time
"SQL, Spring, Python, JavaScript, C++, Git",7,115790,Oran,Software Engineering,Information Technology,High School,17278,9.0,12,Full-time
"Inventory Management, Warehouse Ops, Supply Chain, Routing, Fleet Management",12,84490,Ghardaia,Logistics,Supply Chain,Bachelor's,17279,12.0,15,Full-time
"Cold Calling, CRM, Lead Generation, Sales Forecasting, Customer Service, Negotiation",2,75749,Bordj Bou Arreridj,Sales,Business,High School,17280,9.0,12,Full-time
"Lead Generation, Cold Calling, Customer Service, Negotiation, CRM, Sales Forecasting",1,41943,Oran,Sales,Business,Ingénieur,17281,17.0,17,Full-time
"SEO, Analytics, Branding, Google Ads",3,130022,Skikda,Marketing,Business,Doctorate,17282,20.0,20,Full-time
"Event Planning, Customer Service, Reservation Systems",4,103020,Biskra,Hospitality,Tourism & Hospitality,Master's,17283,17.0,17,Full-time
"Creativity, 3D Modeling, Graphic Design, Photoshop, Illustrator",3,146448,Mostaganem,Art & Design,Creative,Doctorate,17284,20.0,20,Full-time
"Git, Spring, C++",5,88623,Blida,Software Engineering,Information Technology,Bachelor's,17285,12.0,15,Full-time
"Inventory Management, Warehouse Ops, Fleet Management",4,119572,Batna,Logistics,Supply Chain,Bachelor's,17286,12.0,15,Full-time
"Customer Service, Event Planning, Front Desk, Food Safety",2,55657,Algiers,Hospitality,Tourism & Hospitality,Bachelor's,17287,12.0,15,Full-time
"JavaScript, HTML, Node.js, React, Responsive Design",5,143250,Relizane,Web Development,Information Technology,Technical Diploma,17288,,14,Full-time
"Pest Control, Tractor Operation, Crop Management, Agro-tech, Soil Testing, Irrigation",1,143794,Oran,Agriculture,Agriculture,Doctorate,17289,20.0,20,Full-time
"Analytics, Copywriting, Google Ads, Content Creation, Social Media, Branding",1,104074,Oran,Marketing,Business,High School,17290,9.0,12,Full-time
"Lead Generation, Cold Calling, Sales Forecasting, CRM, Customer Service, Negotiation",7,76668,Tlemcen,Sales,Business,High School,17291,9.0,12,Full-time
"Pest Control, Irrigation, Soil Testing, Tractor Operation",2,108755,Tizi Ouzou,Agriculture,Agriculture,Ingénieur,17292,17.0,17,Full-time
"Sales Forecasting, Cold Calling, Negotiation, Customer Service, CRM",3,99939,Biskra,Sales,Business,Bachelor's,17293,12.0,15,Full-time
"Soil Testing, Crop Management, Tractor Operation, Pest Control, Agro-tech, Irrigation",4,52971,Bordj Bou Arreridj,Agriculture,Agriculture,Doctorate,17294,20.0,20,Full-time
"SolidWorks, MATLAB, Blueprint Reading",1,189678,Tipaza,Engineering,Engineering,Bachelor's,17295,12.0,15,Full-time
"SIEM, Network Security, Forensics",3,68809,Mostaganem,Cybersecurity,Information Technology,Doctorate,17296,20.0,20,Full-time
"Machine Learning, Statistics, Python",9,132488,Constantine,Data Science,Information Technology,Technical Diploma,17297,,14,Full-time
"Windows Server, Scripting, Networking, Linux, Security, Virtualization",7,49236,Algiers,System Administration,Information Technology,Technical Diploma,17298,,14,Full-time
"Plumbing, Site Management, Masonry, Carpentry",13,152192,Biskra,Construction,Construction,No Formal Education,17299,0.0,0,Full-time
"Fleet Management, Routing, Warehouse Ops",4,114896,Bejaia,Logistics,Supply Chain,High School,17300,9.0,12,Full-time
"Irrigation, Pest Control, Agro-tech, Crop Management, Soil Testing",5,80381,Sidi Bel Abbès,Agriculture,Agriculture,Doctorate,17301,20.0,20,Full-time
"Python, Statistics, TensorFlow",9,78065,Biskra,Data Science,Information Technology,High School,17302,9.0,12,Full-time
"Copywriting, Content Creation, Analytics",4,130715,Sidi Bel Abbès,Marketing,Business,Master's,17303,17.0,17,Full-time
"Supply Chain, Inventory Management, Fleet Management, Warehouse Ops",7,43046,Setif,Logistics,Supply Chain,Technical Diploma,17304,,14,Full-time
"Supply Chain, Inventory Management, Routing, Warehouse Ops",1,113161,Annaba,Logistics,Supply Chain,Doctorate,17305,20.0,20,Full-time
"3D Modeling, UI/UX, Creativity, Graphic Design",3,136534,Tipaza,Art & Design,Creative,Master's,17306,17.0,17,Full-time
"Accounting, Excel, Risk Management, Budgeting, Financial Analysis, Investment",10,94991,Oran,Finance,Business,Master's,17307,17.0,17,Full-time
"React, WordPress, HTML, Responsive Design, Node.js, JavaScript",1,67781,Setif,Web Development,Information Technology,Master's,17308,17.0,17,Full-time
"REST, Django, JavaScript",1,74965,Constantine,Software Engineering,Information Technology,Master's,17309,17.0,17,Full-time
"Teaching, Classroom Management, E-Learning, Assessment, Curriculum Design, Mentoring",4,67533,Chlef,Education,Education,High School,17310,9.0,12,Full-time
"Scripting, Security, Linux",1,122959,Tlemcen,System Administration,Information Technology,Technical Diploma,17311,,14,Full-time
"Warehouse Ops, Inventory Management, Routing",3,132404,Ouargla,Logistics,Supply Chain,Master's,17312,17.0,17,Full-time
"Copywriting, Content Creation, SEO",2,60790,Tizi Ouzou,Marketing,Business,Doctorate,17313,20.0,20,Full-time
"Spring, C++, Git",1,51137,Ouargla,Software Engineering,Information Technology,Ingénieur,17314,17.0,17,Full-time
"Accounting, Excel, Risk Management, Auditing, Budgeting",2,184373,Chlef,Finance,Business,Doctorate,17315,20.0,20,Full-time
"CRM, Cold Calling, Customer Service",2,133791,Skikda,Sales,Business,Doctorate,17316,20.0,20,Full-time
"Case Management, Contracts, Litigation",5,48267,Constantine,Legal,Legal,Master's,17317,17.0,17,Full-time
"Negotiation, Lead Generation, Customer Service, Cold Calling",5,71326,Ghardaia,Sales,Business,Doctorate,17318,20.0,20,Full-time
"Irrigation, Pest Control, Agro-tech",15,73362,Bordj Bou Arreridj,Agriculture,Agriculture,Ingénieur,17319,17.0,17,Full-time
"Forensics, Ethical Hacking, SIEM, Firewalls",5,102520,M'Sila,Cybersecurity,Information Technology,Master's,17320,17.0,17,Full-time
"Supply Chain, Warehouse Ops, Inventory Management, Fleet Management, Routing",14,97259,Ouargla,Logistics,Supply Chain,Doctorate,17321,20.0,20,Full-time
"Plumbing, Site Management, Safety Procedures, Carpentry",3,129762,Sidi Bel Abbès,Construction,Construction,Doctorate,17322,20.0,20,Full-time
"Classroom Management, Curriculum Design, Mentoring, Assessment, Teaching",2,114577,Bordj Bou Arreridj,Education,Education,Master's,17323,17.0,17,Full-time
"Pandas, R, TensorFlow, Python",5,82316,Constantine,Data Science,Information Technology,Technical Diploma,17324,,14,Full-time
"Supply Chain, Inventory Management, Fleet Management, Warehouse Ops",1,73289,Batna,Logistics,Supply Chain,Ingénieur,17325,17.0,17,Full-time
"Python, C++, JavaScript, Git",1,159969,Sidi Bel Abbès,Software Engineering,Information Technology,Doctorate,17326,20.0,20,Full-time
