employee_id,age,gender,job_title,department,experience_years,current_salary_dzd,skills,sector
EMPFMW3OY,58,Female,MAGASINIER PIECE DE RECHANGE,Quality,7,49893,"Problem Solving, Time Management, Adaptability",Finance
EMP3B1E5W,38,Male,Pharmacien (ne) Assistant (e) Directeur Technique Production,Safety,3,83148,"HIPAA Compliance, Pharmacovigilance, Clinical Trials",Ingénierie
EMPI60Z9M,42,Male,Astronaut,Research,35,760119,"Teamwork, Time Management, Communication, Adaptability",RH
EMPO5MIBB,41,Female,Ingenieur electricite,Strategy,6,77139,"C++, Network Security, Cloud Computing, Java, Python, Docker",Informatique
EMP4XTS1K,48,Male,Formateur travail en hauteur,Design,5,73468,"Teamwork, Time Management, Adaptability",Logistique
EMP6TTXM6,26,Male,Data Analyste  H/F,Customer,1,53311,"Python, SQL, Docker, C++",Admin
EMP82PYA1,22,Female,Astronaut,Compliance,28,693549,"Time Management, Adaptability, Problem Solving, Teamwork, Communication",Admin
EMPR96GNQ,37,Male,Directeur de réalisation et suivi de projet,Public,13,83413,"Sketch, Prototyping, Typography, Adobe Photoshop",Ingénierie
EMP3459D2,50,Male,Stage en cabinet conseil,Corporate,2,59821,"Communication, Time Management, Teamwork, Problem Solving",Informatique
EMP0UNCA3,29,Male,Livreur,Compliance,7,60864,"Teamwork, Problem Solving, Time Management, Communication, Adaptability",Informatique
EMP3E71M3,52,Male,Marketing Specialist,Quality,1,69881,"Brand Management, Email Marketing, Google Analytics, Social Media, Campaign Planning",Ventes
EMPK4S7P5,48,Female,TS Management Qualité,Data,2,60771,"C++, Docker, Network Security, Kubernetes, UX/UI",Informatique
EMPU3EP0K,52,Male,Ingénieurs,Logistics,1,59010,"Communication, Problem Solving, Time Management, Teamwork",Santé
EMPUOJUB5,53,Male,Controleur de Gestion,Administration,7,68464,"Problem Solving, Communication, Teamwork, Adaptability, Time Management",Santé
EMPCQT2QH,45,Female,Téléconseillers(ères),Assurance,5,78257,"Teamwork, Time Management, Adaptability, Problem Solving, Communication",Juridique
EMPO28W34,44,Female,Acquisiteur de talent,Safety,4,31704,"Kubernetes, DevOps, SQL, UX/UI, Java, C++",RH
EMPUMSI4R,42,Female,Ingénieur en Automatisme,Design,3,57523,"Problem Solving, Teamwork, Adaptability, Time Management, Communication",RH
EMPXUR22K,45,Female,commercial (e),&,3,71686,"Problem Solving, Adaptability, Teamwork, Communication",Santé
EMPOY9MCK,27,Female,Commercial - Promotion Immobilière -,Public,5,60481,"Time Management, Adaptability, Problem Solving",RH
EMPJ3K41K,35,Female,Technicien mécanique qualifié,Risk,1,64722,"Teamwork, Problem Solving, Adaptability",Santé
EMPZNZGYM,37,Female,Magasinier PF-PSF,Success,1,63499,"Communication, Time Management, Teamwork",Ingénierie
EMP4WIZS6,54,Female,Coordinatrice des opérations  ( Remote ),Investor,5,67122,"Teamwork, Communication, Time Management, Adaptability, Problem Solving",Logistique
EMPWGX7SI,55,Male,Commercial(e),Risk,2,72603,"Adaptability, Problem Solving, Communication, Teamwork, Time Management",Santé
EMPDJ8O7U,33,Female,Téléconseillers(ères) / télévendeurs (euses),Affairs,7,58528,"Teamwork, Adaptability, Communication",Logistique
EMP0VLI1T,44,Female,Visiteur Pharmacie,Corporate,8,56423,"C++, SQL, Cloud Computing, Java, UX/UI",Admin
EMP3XOBUS,23,Male,Télé consultant(e) en recrutement (télétravail),Compliance,0,54365,"Time Management, Communication, Teamwork, Problem Solving, Adaptability",Marketing
EMPZRVGL6,43,Male,Chargé(e) Relation Clientèle / Agence Ain Mlila,Logistics,0,75190,"Teamwork, Problem Solving, Adaptability, Communication, Time Management",Admin
EMP7U7I0Z,42,Female,Chargé d'Affaires Monétique PAY (H/F),Corporate,11,41223,"Teamwork, Communication, Problem Solving, Time Management, Adaptability",Finance
EMP17ZQNF,24,Male,Livreur,IT,7,67258,"Problem Solving, Adaptability, Communication, Teamwork",Finance
EMPN015HD,50,Male,Technicien Polyvalent,Risk,2,75499,"Time Management, Adaptability, Teamwork, Problem Solving, Communication",Juridique
EMPO9HHZ1,54,Female,Ingénieur consultant,Success,3,65801,"Communication, Time Management, Adaptability, Problem Solving, Teamwork",RH
EMPA0HWE0,27,Female,Lead CIC Telecom Engineer,Research,5,68259,"Kubernetes, UX/UI, Cloud Computing",Ventes
EMP069FEJ,45,Male,Agent de Sécurité (H/F),Safety,3,55132,"Java, Docker, Cloud Computing, DevOps, SQL, Network Security",Santé
EMP4SKIXE,29,Male,Chef Comptable,Corporate,12,89089,"Problem Solving, Time Management, Teamwork, Communication, Adaptability",Marketing
EMPEPTV63,51,Male,ingénieur controle souidage,Design,1,68180,"Color Theory, Illustrator, Prototyping, Typography",Logistique
EMP0AL9B0,29,Female,Night Auditor,Affairs,6,49755,"Kubernetes, C++, DevOps, Network Security, Python",Marketing
EMPE2Z3EU,36,Male,Chargé des Finances,Training,11,68569,"Audit, Forecasting, Financial Analysis, Budgeting, Accounting",RH
EMPH989WE,39,Male,RESPONSABLE QUALITÉ,Corporate,8,42669,"Python, Java, DevOps, Kubernetes, Docker, UX/UI",Ventes
EMPD9XBTU,34,Female,juriste,Science,9,55411,"Legal Research, Contract Drafting, Regulatory Affairs, Litigation Support, Compliance",Logistique
EMPX8LHW8,44,Male,Zookeeper,Data,25,683378,"Communication, Time Management, Problem Solving, Teamwork, Adaptability",Marketing
EMPNABR5F,43,Female,Ingénieur Système d'information,Technical,3,70567,"Teamwork, Communication, Adaptability, Problem Solving, Time Management",Informatique
EMPICP8G2,22,Female,Délégué Commercial,Quality,4,58687,"Problem Solving, Adaptability, Time Management",RH
EMP738XXA,37,Male,Réceptionnist(e) Assistant(e),Compliance,2,62425,"Document Control, Scheduling, Customer Service, Office Management",Ingénierie
EMP7NP252,51,Male,Spécialiste Développement Réseau,Training,5,71444,"Teamwork, Time Management, Problem Solving, Communication, Adaptability",RH
EMPWXEA6B,27,Female,Ophtalmologiste,Corporate,1,31536,"Teamwork, Time Management, Communication, Adaptability",Informatique
EMP8TD1EO,22,Male,Ingénieur Technico-Commercial,Logistics,6,56980,"Time Management, Teamwork, Adaptability",Finance
EMPHBHHVW,36,Female,Chef de Produit / Marketing,Training,3,54560,"Docker, Java, SQL, Kubernetes",Ingénierie
EMPUQT0XZ,48,Male,chef département sécurité informatique,Relations,4,58737,"Python, Kubernetes, UX/UI",Juridique
EMPTGGAL7,50,Female,TECHNICIEN  REVETEMENT,Investor,4,52684,"Adaptability, Communication, Problem Solving",Logistique
EMPL6DPJS,40,Female,Téléopérateurs,Product,0,58257,"Problem Solving, Teamwork, Communication, Time Management, Adaptability",Finance
EMP1HWFJV,29,Female,Chargé Back Office,Logistics,3,57227,"Office Management, Customer Service, Data Entry, Document Control, Scheduling",Ventes
EMPTY8H37,24,Male,Automaticien,Training,7,65131,"Time Management, Teamwork, Adaptability, Problem Solving",Ventes
EMPTVDLBO,22,Male,CHARGE QUALITE DES DONNES,Design,0,65473,"Java, C++, DevOps",Ingénierie
EMPO7QHTA,51,Male,Sales Force Effectiveness Manager,&,10,64003,"Time Management, Communication, Problem Solving",Finance
EMP1PUNA8,55,Female,Chauffeur Livreur,Training,4,68895,"Teamwork, Time Management, Problem Solving, Adaptability, Communication",Logistique
EMPVXK1GD,50,Male,Chauffeur Démarcheur,Risk,2,36403,"Time Management, Adaptability, Teamwork, Problem Solving",Informatique
EMPYYZ7G3,26,Female,Chargé d'exploitation transport,Health,4,33196,"Docker, Java, Network Security, SQL",Informatique
EMPY6D593,43,Female,Gestionnaire des Ressources Humaines,Design,3,69434,"Teamwork, Time Management, Adaptability, Communication, Problem Solving",Informatique
EMPFFQEPL,60,Female,Head Waiter,Science,4,68364,"DevOps, Kubernetes, Python",RH
EMPCS8O4Q,24,Male,"Cadre Commercial ""Télévendeur""",Business,4,62924,"Problem Solving, Adaptability, Teamwork, Communication",RH
EMPCBE44J,55,Male,Gestionnaire des stocks PF-PSF,Procurement,6,70772,"Adaptability, Communication, Problem Solving, Teamwork, Time Management",Ventes
EMPPDH59Y,46,Male,VISITEUR MEDICO-COMMERCIAL (BLIDA),Investor,0,28832,"Java, Python, DevOps, SQL, C++, Cloud Computing",Marketing
EMPIVAG2N,22,Male,Commercial,Training,3,54235,"Time Management, Communication, Adaptability, Problem Solving",Santé
EMP2QIDB1,47,Male,Brand Activation Manage,Product,3,65443,"Social Media, Campaign Planning, Content Strategy, Brand Management, Google Analytics, Email Marketing",Finance
EMP9BHJ01,37,Male,Responsable Technique Odoo,Product,7,73382,"Teamwork, Time Management, Problem Solving, Adaptability, Communication",Logistique
EMPYPUC8E,44,Female,GESTIONNAIRES RESSOURCES HUMAINES,Affairs,1,57576,"Time Management, Communication, Adaptability, Teamwork",Admin
EMPEQV1D2,28,Male,Administrative Officer auprès du Directeur Général,Corporate,7,71239,"Office Management, Data Entry, Scheduling, Customer Service",RH
EMPLCWXBZ,39,Female,Opératrice Commerciale,Relations,2,55277,"Adaptability, Communication, Time Management, Problem Solving, Teamwork",Santé
EMPSWE509,37,Male,Architecte d’Intérieur Decoration - haut standing,&,9,69612,"Network Security, Java, DevOps, C++, Docker, SQL",Finance
EMPLRERWZ,49,Female,Community Manager,Quality,1,59538,"Java, Network Security, DevOps, Docker, C++, Cloud Computing",Ventes
EMPTO83YH,36,Female,RESPONSABLE APPRO,Relations,5,64024,"Python, UX/UI, Kubernetes, C++",Marketing
EMP3MJYBN,25,Female,Chargé d’Affaires Véhiculé | (H/F)  Béjaïa,Public,7,73033,"Teamwork, Problem Solving, Communication, Adaptability, Time Management",Logistique
EMPXMYIDO,30,Male,Sales Représentative,Logistics,6,66570,"Communication, Problem Solving, Time Management, Teamwork, Adaptability",Logistique
EMPHMQUIM,29,Female,Tourneur / Soudeur,Research,4,54415,"Adaptability, Teamwork, Communication, Time Management, Problem Solving",Ventes
EMPQ33NSQ,26,Male,Directeur Financier Et Comptable,Procurement,7,68237,"Communication, Time Management, Adaptability, Problem Solving, Teamwork",Logistique
EMPJY4IIB,39,Female,Conducteur de travaux ( architect / ingenier genie civile ),Corporate,6,72341,"DevOps, SQL, C++",RH
EMPG7YO59,52,Male,Comptable - Accounting,Procurement,7,64921,"Communication, Teamwork, Adaptability, Problem Solving, Time Management",RH
EMPD5RWEC,45,Female,Dispatcheur,Customer,4,72526,"Time Management, Problem Solving, Teamwork, Communication, Adaptability",Admin
EMPWSYZFF,41,Male,Assistant(e) De Direction,Administration,3,75617,"Customer Service, Data Entry, Document Control",Admin
EMP3YK88U,49,Male,Technicien supérieur en Electricité industrielle,Customer,4,70966,"DevOps, Network Security, Kubernetes, Cloud Computing, Java, C++",Finance
EMP56IQQZ,56,Female,Superviseur Commercial,Investor,7,62598,"Communication, Time Management, Problem Solving, Adaptability",Marketing
EMPCZBV0A,54,Male,Technico-commercial(e),Logistics,1,66156,"Problem Solving, Teamwork, Time Management, Communication",Informatique
EMPU5HTY0,32,Male,Commerial,Risk,6,62452,"Communication, Teamwork, Problem Solving, Time Management",Santé
EMP6WGX3L,52,Male,COMMERCIAL REGIONAL (CENTRE),Quality,3,68198,"Teamwork, Time Management, Communication, Problem Solving, Adaptability",Logistique
EMPK79IXQ,53,Female,Assistante de Direction,Success,4,59168,"Document Control, Office Management, Scheduling, Customer Service, Data Entry",Marketing
EMPWV9B3G,43,Male,Assistant(e) Administrative,Logistics,1,59110,"Customer Service, Scheduling, Document Control, Data Entry, Office Management",Finance
EMPCCUAUL,26,Female,Attaché au bureau des marchés,Quality,7,59735,"Communication, Time Management, Problem Solving, Adaptability, Teamwork",Logistique
EMPYKWUM7,44,Female,Superviseur Commercial,Relations,7,59835,"Teamwork, Time Management, Problem Solving",Santé
EMPVLRMXS,31,Male,cadre commercial itinérant,Quality,1,56301,"Cloud Computing, Network Security, UX/UI",Finance
EMPEIBO56,22,Female,Travel Coordinator,Support,1,65191,"Communication, Time Management, Teamwork, Adaptability, Problem Solving",Marketing
EMP7YAKPN,35,Male,Délégué Médical,Public,5,69501,"Time Management, Adaptability, Communication, Teamwork, Problem Solving",Marketing
EMPB61679,26,Male,Manager de production,Safety,12,67793,"Teamwork, Problem Solving, Time Management, Communication, Adaptability",Admin
EMPP5PA75,38,Male,Technico-commercial,Support,0,63310,"Adaptability, Teamwork, Time Management, Problem Solving, Communication",Santé
EMPEX9GCO,48,Male,Gouvernante/ Femme de ménage,Investor,4,69626,"Problem Solving, Adaptability, Teamwork",Santé
EMPW491Z7,53,Male,Commercial Oran,IT,7,72708,"Time Management, Problem Solving, Communication",Santé
EMPVJSNDL,42,Male,SCM Specialist,Data,2,74705,"Communication, Adaptability, Problem Solving",Finance
EMPAE1USP,23,Female,Grutier,Risk,7,51412,"Time Management, Problem Solving, Adaptability",Informatique
EMPOXEE1S,57,Female,Refinery Process & Performance Manager,Health,12,34875,"Problem Solving, Adaptability, Communication, Time Management, Teamwork",Marketing
EMP7DSJRO,22,Male,Chargé de marketing,Assurance,1,64205,"SEO, Campaign Planning, Google Analytics, Email Marketing, Content Strategy, Social Media",RH
EMPE95FOE,34,Male,Agent documentation,&,3,57388,"Time Management, Adaptability, Teamwork, Problem Solving, Communication",Juridique
EMPFFL72A,49,Female,Commercial Terrain,Research,6,71459,"Adaptability, Time Management, Teamwork",Finance
EMPKF1WCE,36,Male,Chef de Compte Secteur (Délégué Commercial),Success,1,61093,"Teamwork, Adaptability, Problem Solving",Logistique
EMPO42941,31,Male,Chargé évènementiel,Data,6,78196,"Adaptability, Teamwork, Problem Solving, Time Management, Communication",Marketing
EMPNGRT0Y,33,Male,Assistant(e) juridique,Procurement,1,61147,"Document Control, Data Entry, Customer Service, Office Management, Scheduling",Ingénierie
EMPEHCE02,39,Male,RESPONSABLE APPRO,Relations,4,68833,"SQL, Docker, Kubernetes, Java, Python",Santé
EMPP2L8Y7,22,Male,Commercial Polyvalent,Strategy,14,54569,"Teamwork, Time Management, Communication, Problem Solving, Adaptability",Santé
EMP7FAYFT,36,Male,Conseiller Clients,Business,2,70098,"Problem Solving, Adaptability, Time Management, Communication",Santé
EMPXGECQO,27,Male,Key Account Manager,Assurance,7,78476,"Communication, Teamwork, Adaptability, Time Management, Problem Solving",Marketing
EMPE5HVK3,32,Male,Responsable Magasin et Stocks,Development,6,71752,"Adaptability, Problem Solving, Communication, Time Management, Teamwork",Juridique
EMPV97VGO,55,Male,Carrossier Peintre,IT,4,60582,"Problem Solving, Communication, Teamwork, Time Management",Ingénierie
EMPAM16JO,47,Male,Directeur commercial,Compliance,11,84183,"Time Management, Adaptability, Communication, Teamwork, Problem Solving",Ventes
EMPK1DISQ,22,Male,operateur machine plasma cnc,Customer,1,63544,"Communication, Time Management, Teamwork, Problem Solving, Adaptability",Marketing
EMP3JG150,43,Female,Base Manager,Affairs,5,62811,"Problem Solving, Adaptability, Teamwork, Communication",Informatique
EMP1PGM00,51,Male,Agent Vacataire (H-F)  Agence Bordj El Kiffan,Investor,2,25132,"Time Management, Problem Solving, Teamwork, Adaptability",Juridique
EMPL277ZK,43,Female,Responsable Recherche et Développement,&,5,67687,"Problem Solving, Teamwork, Time Management, Communication, Adaptability",Marketing
EMP892SF1,38,Male,Chargé de Paie,Strategy,4,74857,"Communication, Teamwork, Time Management",Ventes
EMPWDNJ9O,51,Male,Responsable Exploitation,Success,7,67181,"UX/UI, Kubernetes, Java, Cloud Computing, Docker",Logistique
EMPGI6TNJ,46,Male,RESPONSABLE RESSOURCE HUMAIN,Risk,12,71504,"Teamwork, Adaptability, Time Management, Communication, Problem Solving",Admin
EMPZQUB4B,45,Male,Ingénieur en Charpente Métallique,Training,5,65385,"Adaptability, Problem Solving, Communication",Ventes
EMP2BV1EE,22,Male,PHARMACIEN(NE) DIRECTEUR TECHNIQUE D'IMPORTATION ,Science,4,68770,"Pharmacovigilance, Clinical Trials, Patient Care, HIPAA Compliance",Admin
EMPMJDIRB,22,Male,Chargé de Formations,Training,4,80105,"Teamwork, Time Management, Adaptability, Problem Solving, Communication",Ingénierie
EMPJI0FI4,29,Female,Auditeur Principal,Product,11,64476,"SQL, Python, Cloud Computing, Java, Network Security, DevOps",Santé
EMPC1YJ95,42,Female,VISITEUR MEDICO-COMMERCIAL (ORAN),Health,3,34450,"Docker, UX/UI, DevOps",Ventes
EMPFT24P8,58,Female,Chargé(e) De Trésorerie,Quality,5,72472,"Adaptability, Problem Solving, Time Management, Teamwork",Admin
EMPGHMCRM,51,Male,Chargé d'Affaires Partenariats (H/F),Customer,7,40103,"Adaptability, Teamwork, Time Management, Communication, Problem Solving",RH
EMPW1DV8T,24,Male,Administrateur Système,Training,2,62103,"Customer Service, Office Management, Data Entry",Informatique
EMPP4XJ7U,23,Male,Website Manager,Business,6,59218,"SQL, Python, Cloud Computing, Docker",Ventes
EMPSUXYRP,40,Male,Réceptionniste et Assistante de Direction,Affairs,7,68610,"Document Control, Scheduling, Customer Service, Data Entry, Office Management",Admin
EMPHV4FRR,60,Female,Conseiller(e) Clientèle Corporate / Agence Baba Hassen,Assurance,6,55742,"Adaptability, Problem Solving, Time Management, Communication, Teamwork",Informatique
EMP0NG6AY,37,Female,Chargé d’études Finance & Comptabilité,Research,1,69742,"Cloud Computing, C++, SQL, Python, Docker",Logistique
EMPJYWCC6,55,Female,Commercial,Management,3,64167,"Teamwork, Communication, Adaptability, Problem Solving, Time Management",Ventes
EMP1FZ9ZP,37,Male,Caissier,Strategy,2,77676,"Problem Solving, Communication, Teamwork",Marketing
EMPCMSMR8,45,Male,Comptable financier,Public,2,61999,"Problem Solving, Teamwork, Adaptability, Time Management",RH
EMPI2F4WD,47,Male,Superviseur Forage,Public,7,81860,"Problem Solving, Adaptability, Communication, Teamwork, Time Management",Marketing
EMPL9KEQU,46,Male,Ingénieur Electricité ( Suivi),&,2,78422,"Network Security, C++, Docker",Marketing
EMP7RW209,25,Male,Administrateur Back Office,Safety,10,73776,"Customer Service, Scheduling, Data Entry, Office Management, Document Control",Juridique
EMPDGLF0D,35,Male,Sales Supervisor Ghardaïa,Public,3,68863,"Time Management, Problem Solving, Teamwork, Communication, Adaptability",Ingénierie
EMPUA0BRD,49,Male,Chargé d'Affaires Monétique PAY (H/F),Product,7,35088,"Time Management, Communication, Adaptability, Problem Solving",Ingénierie
EMPIMQXVZ,36,Female,Assistant(e) Back-Office,&,4,61811,"Office Management, Document Control, Scheduling",Santé
EMPKX5O9T,39,Male,Chargé(e) d’Études Senior en Marketing,Administration,6,39467,"SEO, Campaign Planning, Social Media, Content Strategy",Ventes
EMP1GD3SH,39,Male,QHSE,Development,7,56513,"Problem Solving, Teamwork, Adaptability",Marketing
EMP17SBQR,30,Female,Chargé des Opérations - Agence Akbou,Success,8,72436,"Teamwork, Problem Solving, Adaptability, Communication, Time Management",Ventes
EMP96CVTI,54,Female,Technicien / Ingénieur mécanique industriel,Success,3,75118,"Adaptability, Problem Solving, Teamwork, Time Management",RH
EMPN66TR0,51,Female,Acheteur démarcheur,Business,3,56750,"Teamwork, Time Management, Problem Solving",Logistique
EMPAYM963,34,Female,Directeur Commercial (H/F),Data,11,100968,"Teamwork, Problem Solving, Communication, Adaptability, Time Management",Ventes
EMP64M533,52,Male,Délégué(e) technico Commercial(e),Public,4,82908,"Time Management, Problem Solving, Adaptability, Communication, Teamwork",Santé
EMPRJH05S,28,Female,Chargé (e) Assurance Qualité Métrologie,Technical,4,74190,"Kubernetes, UX/UI, Java, Docker, Cloud Computing, SQL",RH
EMP0JBD7X,31,Male,Commercial itinérant,Quality,6,57159,"Docker, UX/UI, Network Security, C++, Java, Kubernetes",Ingénierie
EMPBM0E76,33,Male,AGENT POLYVALENT,Corporate,3,58381,"Adaptability, Problem Solving, Teamwork, Communication",Marketing
EMP9ONEL5,31,Male,Gestionnaire RH,Risk,3,66788,"Problem Solving, Communication, Teamwork",Ingénierie
EMPEY0EOF,47,Male,Commercial Polyvalent,Training,1,76324,"Communication, Teamwork, Time Management",Ingénierie
EMPR9GEYN,31,Female,comptable,Logistics,4,66372,"Adaptability, Problem Solving, Time Management, Teamwork, Communication",Admin
EMPJYI5U9,48,Female,Commercial Terrain,Customer,5,64823,"Time Management, Problem Solving, Teamwork, Communication, Adaptability",Admin
EMPTQ1RIN,36,Male,Grutier,Procurement,4,62870,"Communication, Problem Solving, Adaptability",RH
EMPXLY6DB,59,Female,Senior Customer officer - Alger,Corporate,5,75879,"Document Control, Customer Service, Office Management, Scheduling, Data Entry",Logistique
EMPYWJDEI,29,Female,Cadre Commercial,Safety,1,62369,"Time Management, Adaptability, Communication",Admin
EMPJ9LB97,48,Female,Comptable,Development,2,65021,"Teamwork, Communication, Problem Solving, Adaptability",Ventes
EMP9AVVOA,25,Female,Marketing,Management,7,40164,"Content Strategy, Brand Management, Campaign Planning, Google Analytics, Social Media",Santé
EMPZ9JF27,55,Female,Commerciale BtoB,Assurance,2,57541,"Teamwork, Time Management, Communication, Adaptability",RH
EMPLXI460,57,Male,MANAGER IT,Customer,9,62832,"Kubernetes, Java, Network Security, DevOps",Finance
EMPLRQ0M7,53,Female,Directeur Technique - Promotion immobilière F/H,Investor,14,83408,"Time Management, Problem Solving, Teamwork",Finance
EMP9FQF0G,55,Female,Responsable Controle de Gestion - BONNE MAITRISE DE ERP - SAP,Data,14,71327,"Docker, DevOps, Cloud Computing, Kubernetes, Network Security, C++",Admin
EMPB1TAW8,35,Female,Ingénieur planification -oil and gas,Customer,7,77682,"Problem Solving, Communication, Teamwork",Juridique
EMP3J9X5O,60,Male,Analyste Physico-chimie,Customer,6,60200,"Risk Management, Budgeting, Investment Strategies, Financial Analysis, Forecasting, SAP",Santé
EMPDK7GPL,44,Male,Responsable Exploitation,Design,1,67178,"C++, Docker, Python, Network Security",Logistique
EMPXK0G0L,48,Male,Directeur approvisionnement et planification,Quality,13,64928,"Python, Network Security, SQL",Ventes
EMPGOT82O,56,Female,Ingénieur consultant,Science,10,78600,"Adaptability, Teamwork, Time Management, Communication, Problem Solving",Finance
EMPXP57I5,35,Female,PROFESSEUR DE CHINOIS MANDARIN,Quality,3,59185,"Teamwork, Communication, Adaptability, Problem Solving, Time Management",Ventes
EMP4LG8IS,24,Female,Directeur Marketing Senior,Compliance,6,62306,"Campaign Planning, Brand Management, Google Analytics, SEO",Ventes
EMPOWQUQD,28,Male,Responsable de la Centrale Contentieux & Patrimoine,Administration,17,70376,"Google Analytics, Content Strategy, Brand Management, SEO, Social Media",Juridique
EMPYETYDT,40,Female,Administrateur des Bases de Données (DBA),Procurement,6,57520,"Scheduling, Data Entry, Document Control, Office Management, Customer Service",Finance
EMP858JT9,47,Female,Vendeur en pharmacie,Relations,1,52326,"Pharmacovigilance, Medical Terminology, Patient Care",Santé
EMPDMAZM6,44,Male,Ingénieur en électricité,Product,7,56186,"UX/UI, SQL, Kubernetes, DevOps",Ingénierie
EMPP353K0,34,Female,Cariste,Management,2,47461,"Teamwork, Adaptability, Problem Solving, Communication, Time Management",RH
EMPAOIO96,42,Male,Aide comptable,Affairs,6,68260,"Communication, Teamwork, Adaptability, Problem Solving, Time Management",Marketing
EMPICHLVY,39,Female,Opératrice/eur Pharmaceutique,Health,2,65834,"Pharmacovigilance, Patient Care, Clinical Trials, Medical Terminology, HIPAA Compliance",Admin
EMPGP9BDW,43,Female,Délégué Médical,Quality,1,62846,"Communication, Adaptability, Time Management, Problem Solving",Juridique
EMPGL94U6,46,Male,Enseignant d'Anglais ,Health,5,70089,"Time Management, Adaptability, Communication, Teamwork, Problem Solving",Ingénierie
EMPQLM1XD,52,Male,Responsable d'exploitation,Training,14,90530,"Python, Docker, Java, C++",Ingénierie
EMP4JC7E3,32,Male,Responsable Planification et Ordonnancement  de la Production.,Affairs,3,64277,"Communication, Time Management, Adaptability",Logistique
EMPTQ5UIU,23,Female,SOCIAL MEDIA,Business,4,61225,"Campaign Planning, Content Strategy, Google Analytics, Email Marketing, Brand Management, Social Media",Ingénierie
EMPYGV2VO,46,Female,Comptable,Relations,7,73192,"Time Management, Communication, Teamwork, Problem Solving, Adaptability",Finance
EMPMQ0DP7,60,Male,Conseiller(e) Commercial(e),&,1,36987,"Adaptability, Teamwork, Time Management, Problem Solving",Juridique
EMP7VDMPE,35,Female,Réceptionnist(e) Assistant(e),Training,0,63796,"Document Control, Customer Service, Office Management",RH
EMPNE1CIK,42,Male,Représentant(e) des Ventes (Temps Plein),Health,1,71392,"Adaptability, Time Management, Problem Solving, Teamwork, Communication",Ingénierie
EMP8KN74B,44,Female,Agent Commercial Polyvalent - Agence Bab Ezzouar (H/F),Development,0,66225,"Communication, Time Management, Adaptability, Problem Solving, Teamwork",Finance
EMPRF1FT2,45,Male,Vendeur Pharmacie,Strategy,4,61423,"Medical Terminology, Clinical Trials, Patient Care, HIPAA Compliance, Pharmacovigilance",Logistique
EMP9F06YK,42,Female,Responsable Achats Biens & Services,&,1,58047,"Problem Solving, Time Management, Teamwork, Adaptability",Santé
EMP1U01RB,56,Female,CHEF DE PROJET EN PROMOTION IMMOBILIÈRE,Management,1,69397,"Time Management, Problem Solving, Adaptability",Admin
EMP7LJ6BS,37,Female,Gerante De Société,Investor,5,56206,"Teamwork, Problem Solving, Adaptability, Time Management",Ventes
EMP2SA2QY,30,Male,Créateur de contenu,Product,1,55695,"Teamwork, Problem Solving, Communication, Adaptability, Time Management",Marketing
EMPGCRW8A,53,Male,Ingénieur Suivi et Reporting,Risk,4,61568,"Figma, Color Theory, Sketch",Ingénierie
EMP71QPKQ,44,Male,Agent d'Accueil,Technical,4,60402,"Time Management, Teamwork, Adaptability, Communication, Problem Solving",Logistique
EMP8LCOHF,42,Female,Directeur Commercial Senior – Secteur Électroménager,Logistics,3,68184,"Problem Solving, Adaptability, Communication",Marketing
EMPYOFIOK,37,Female,Chef de Dépôt,Research,5,80394,"Teamwork, Adaptability, Time Management",Juridique
EMPHUC3FY,36,Female,Chef de département  comptabilité et fiscalité,Health,9,73510,"Java, Cloud Computing, Python, Docker, SQL, UX/UI",Santé
EMPG3HPU5,49,Female,Technicien maintenance HVAC,Procurement,9,80264,"Communication, Adaptability, Problem Solving, Time Management, Teamwork",Informatique
EMPSFINHZ,28,Male,Marketing Director,Success,7,68557,"Campaign Planning, Email Marketing, Social Media, Google Analytics, Brand Management",Informatique
EMPKWB65T,30,Female,Ingénieur méthodes de production  – Bordj Bou Arreridj,Procurement,11,80860,"Time Management, Teamwork, Adaptability, Communication, Problem Solving",Logistique
EMP0LP61M,28,Male,Commercial,Design,1,60900,"Teamwork, Time Management, Problem Solving, Adaptability, Communication",Finance
EMP2EG3WB,50,Male,Commercial itinérant,IT,6,67513,"UX/UI, Cloud Computing, Network Security, Kubernetes, Python, SQL",RH
EMPMJ50R6,42,Male,Auditeur Senior,Technical,7,84449,"SQL, Cloud Computing, Network Security, Python, Docker, Java",Ventes
EMPJXQPTW,47,Male,commercial régional (EST),Affairs,11,56535,"Communication, Teamwork, Problem Solving",Marketing
EMPUEXMR7,29,Female,Téléoperatrice,Support,3,65848,"Communication, Time Management, Teamwork, Problem Solving, Adaptability",Logistique
EMP2HHOFQ,52,Female,COMPTABLE PRINCIPAL,Training,9,61373,"Teamwork, Adaptability, Problem Solving, Communication, Time Management",Santé
EMP1MHMXV,32,Female,Telecome coordinator,Procurement,6,50825,"Communication, Time Management, Teamwork",Logistique
EMPRD8LEW,30,Female,Chef de Projet Comptabilité Analytique,Assurance,5,61578,"Cloud Computing, SQL, DevOps, Python, Docker, C++",Santé
EMP7ZBVD4,30,Male,Chargé d'Administration RH & Paie,Strategy,3,53735,"Office Management, Document Control, Data Entry, Customer Service, Scheduling",Admin
EMPHSC37L,37,Female,Cadre Moyens Généraux,Training,17,59927,"Sketch, Figma, Adobe Photoshop",Finance
